"","x"
"1413","PHLDB2"
"1414","PHOSPHO1"
"1415","PHOX2B"
"1416","PI16"
"1417","PIAS1"
"1418","PIAS3"
"1419","PID1"
"1420","PIEZO1"
"1421","PIK3CA"
"1422","PIK3CB"
"1423","PIK3CD"
"1424","PIK3R1"
"1425","PIK3R6"
"1426","PIM1"
"1427","PINK1"
"1428","PITX3"
"1429","PKDCC"
"1430","PKHD1"
"1431","PKM"
"1432","PKN1"
"1433","PKP2"
"1434","PLA2G10"
"1435","PLA2G2A"
"1436","PLA2G3"
"1437","PLA2G5"
"1438","PLAAT3"
"1439","PLAAT4"
"1440","PLAC8"
"1441","PLAG1"
"1442","PLCB1"
"1443","PLD6"
"1444","PLEKHA4"
"1445","PLEKHB1"
"1446","PLEKHB2"
"1447","PLEKHO1"
"1448","PLK2"
"1449","PLPP7"
"1450","PLS1"
"1451","PLXNA1"
"1452","PLXNA2"
"1453","PLXNA3"
"1454","PLXNA4"
"1455","PLXNB1"
"1456","PLXNB2"
"1457","PLXNB3"
"1458","PLXNC1"
"1459","PLXND1"
"1460","PML"
"1461","PNP"
"1462","PNPT1"
"1463","POFUT2"
"1464","POGLUT1"
"1465","POR"
"1466","POSTN"
"1467","POU3F2"
"1468","POU4F1"
"1469","POU4F2"
"1470","PPARA"
"1471","PPARD"
"1472","PPARG"
"1473","PPARGC1A"
"1474","PPARGC1B"
"1475","PPFIA2"
"1476","PPP1R12A"
"1477","PPP1R13L"
"1478","PPP1R16B"
"1479","PPP1R9A"
"1480","PPP2R3C"
"1481","PPP3CA"
"1482","PQBP1"
"1483","PRAG1"
"1484","PRAME"
"1485","PRAMEF1"
"1486","PRAMEF10"
"1487","PRAMEF11"
"1488","PRAMEF12"
"1489","PRAMEF13"
"1490","PRAMEF14"
"1491","PRAMEF15"
"1492","PRAMEF17"
"1493","PRAMEF18"
"1494","PRAMEF19"
"1495","PRAMEF2"
"1496","PRAMEF20"
"1497","PRAMEF22"
"1498","PRAMEF25"
"1499","PRAMEF27"
"1500","PRAMEF33"
"1501","PRAMEF4"
"1502","PRAMEF5"
"1503","PRAMEF6"
"1504","PRAMEF7"
"1505","PRAMEF8"
"1506","PRAMEF9"
"1507","PRDM1"
"1508","PRDM14"
"1509","PRDM6"
"1510","PRELID1"
"1511","PREX1"
"1512","PRICKLE1"
"1513","PRICKLE2"
"1514","PRKCA"
"1515","PRKCB"
"1516","PRKCH"
"1517","PRKCI"
"1518","PRKCQ"
"1519","PRKCZ"
"1520","PRKD1"
"1521","PRKD2"
"1522","PRKDC"
"1523","PRKN"
"1524","PRKX"
"1525","PRL"
"1526","PRLH"
"1527","PRMT5"
"1528","PRMT6"
"1529","PROC"
"1530","PROK1"
"1531","PROK2"
"1532","PROM1"
"1533","PROX1"
"1534","PRRX1"
"1535","PRTG"
"1536","PRUNE1"
"1537","PRXL2A"
"1538","PSEN1"
"1539","PSMA1"
"1540","PSMA4"
"1541","PSMA8"
"1542","PSMB10"
"1543","PSMB11"
"1544","PSMB3"
"1545","PSMB8"
"1546","PSMB9"
"1547","PSMC2"
"1548","PSMC4"
"1549","PSMC6"
"1550","PSMD13"
"1551","PSMD9"
"1552","PSME4"
"1553","PSMF1"
"1554","PTBP1"
"1555","PTBP3"
"1556","PTCH1"
"1557","PTCH2"
"1558","PTF1A"
"1559","PTGIS"
"1560","PTGS2"
"1561","PTH"
"1562","PTHLH"
"1563","PTK2"
"1564","PTK2B"
"1565","PTK7"
"1566","PTN"
"1567","PTPN2"
"1568","PTPN6"
"1569","PTPRC"
"1570","PTPRD"
"1571","PTPRF"
"1572","PTPRM"
"1573","PTPRQ"
"1574","PTPRS"
"1575","PTPRZ1"
"1576","PUS7"
"1577","RAB17"
"1578","RAB21"
"1579","RAB7B"
"1580","RAC2"
"1581","RAC3"
"1582","RACGAP1"
"1583","RAG1"
"1584","RAG2"
"1585","RAI1"
"1586","RAMP2"
"1587","RANBP3L"
"1588","RAP1GAP"
"1589","RAP2A"
"1590","RAPGEF3"
"1591","RARA"
"1592","RARB"
"1593","RARG"
"1594","RARRES2"
"1595","RASA1"
"1596","RASAL1"
"1597","RASGRP1"
"1598","RASSF10"
"1599","RASSF2"
"1600","RB1"
"1601","RBBP5"
"1602","RBFOX1"
"1603","RBFOX2"
"1604","RBL1"
"1605","RBM15"
"1606","RBM19"
"1607","RBM24"
"1608","RBM38"
"1609","RBP4"
"1610","RBPMS2"
"1611","RC3H1"
"1612","RCOR1"
"1613","RDX"
"1614","RECK"
"1615","REG1A"
"1616","REG3A"
"1617","REG3G"
"1618","RELN"
"1619","REST"
"1620","RET"
"1621","RETN"
"1622","RFLNA"
"1623","RFLNB"
"1624","RFX3"
"1625","RGCC"
"1626","RGMA"
"1627","RGN"
"1628","RGS14"
"1629","RGS2"
"1630","RGS4"
"1631","RHEX"
"1632","RHOB"
"1633","RHOBTB1"
"1634","RHOBTB2"
"1635","RHOBTB3"
"1636","RHOD"
"1637","RHOF"
"1638","RHOG"
"1639","RHOH"
"1640","RHOJ"
"1641","RHOQ"
"1642","RHOU"
"1643","RIF1"
"1644","RIMS1"
"1645","RIMS2"
"1646","RIN2"
"1647","RIOX1"
"1648","RIPK1"
"1649","RIPK2"
"1650","RIPOR2"
"1651","RLN2"
"1652","RND1"
"1653","RND2"
"1654","RND3"
"1655","RNF112"
"1656","RNF157"
"1657","RNF207"
"1658","RNH1"
"1659","ROBO1"
"1660","ROBO2"
"1661","ROCK1"
"1662","ROR1"
"1663","ROR2"
"1664","RORA"
"1665","RORB"
"1666","RORC"
"1667","RPS6KA1"
"1668","RPS6KA3"
"1669","RPS6KA6"
"1670","RRAS"
"1671","RREB1"
"1672","RSL1D1"
"1673","RSPO2"
"1674","RSPO3"
"1675","RTN4"
"1676","RTN4IP1"
"1677","RTN4R"
"1678","RTN4RL1"
"1679","RUFY3"
"1680","RUNX1"
"1681","RUNX1T1"
"1682","RUNX2"
"1683","RUNX3"
"1684","RYK"
"1685","S100A1"
"1686","S100A10"
"1687","S100B"
"1688","S1PR1"
"1689","S1PR2"
"1690","S1PR3"
"1691","S1PR5"
"1692","SAPCD2"
"1693","SARM1"
"1694","SARS1"
"1695","SASH1"
"1696","SASH3"
"1697","SCARF1"
"1698","SCGB3A1"
"1699","SCIN"
"1700","SCX"
"1701","SDC2"
"1702","SDK1"
"1703","SEMA3A"
"1704","SEMA3B"
"1705","SEMA3C"
"1706","SEMA3D"
"1707","SEMA3E"
"1708","SEMA3F"
"1709","SEMA3G"
"1710","SEMA4A"
"1711","SEMA4B"
"1712","SEMA4C"
"1713","SEMA4D"
"1714","SEMA4F"
"1715","SEMA4G"
"1716","SEMA5A"
"1717","SEMA5B"
"1718","SEMA6A"
"1719","SEMA6B"
"1720","SEMA6C"
"1721","SEMA6D"
"1722","SEMA7A"
"1723","SEPTIN7"
"1724","SERPINB13"
"1725","SERPINB3"
"1726","SERPINE1"
"1727","SERPINE2"
"1728","SERPINF1"
"1729","SERPINF2"
"1730","SEZ6"
"1731","SFMBT1"
"1732","SFN"
"1733","SFRP1"
"1734","SFRP2"
"1735","SFRP4"
"1736","SFRP5"
"1737","SGMS2"
"1738","SGPL1"
"1739","SGPP1"
"1740","SH3D19"
"1741","SH3GL3"
"1742","SH3KBP1"
"1743","SH3RF1"
"1744","SHANK1"
"1745","SHANK3"
"1746","SHH"
"1747","SHLD1"
"1748","SHLD2"
"1749","SHLD3"
"1750","SHOX2"
"1751","SHROOM3"
"1752","SHTN1"
"1753","SIGLEC15"
"1754","SIK1"
"1755","SIN3A"
"1756","SINHCAF"
"1757","SIPA1L1"
"1758","SIRT1"
"1759","SIRT6"
"1760","SIX1"
"1761","SIX2"
"1762","SIX3"
"1763","SIX4"
"1764","SKI"
"1765","SKIL"
"1766","SLAMF8"
"1767","SLC12A2"
"1768","SLC23A2"
"1769","SLC25A12"
"1770","SLC26A5"
"1771","SLC30A10"
"1772","SLC39A12"
"1773","SLC45A3"
"1774","SLC46A2"
"1775","SLC4A11"
"1776","SLC6A3"
"1777","SLC6A4"
"1778","SLC6A6"
"1779","SLC8A1"
"1780","SLC9A3R1"
"1781","SLC9B2"
"1782","SLIT1"
"1783","SLIT2"
"1784","SLITRK1"
"1785","SLITRK2"
"1786","SLITRK3"
"1787","SLITRK4"
"1788","SLITRK6"
"1789","SMAD1"
"1790","SMAD3"
"1791","SMAD4"
"1792","SMAD5"
"1793","SMAD6"
"1794","SMAD7"
"1795","SMARCD3"
"1796","SMO"
"1797","SMOC1"
"1798","SMOC2"
"1799","SMPD3"
"1800","SMURF2"
"1801","SMYD1"
"1802","SNAI1"
"1803","SNAI2"
"1804","SNW1"
"1805","SOCS1"
"1806","SOCS2"
"1807","SOCS3"
"1808","SOCS5"
"1809","SOD2"
"1810","SORL1"
"1811","SORT1"
"1812","SOS1"
"1813","SOSTDC1"
"1814","SOX1"
"1815","SOX10"
"1816","SOX11"
"1817","SOX12"
"1818","SOX13"
"1819","SOX15"
"1820","SOX17"
"1821","SOX2"
"1822","SOX3"
"1823","SOX4"
"1824","SOX5"
"1825","SOX6"
"1826","SOX8"
"1827","SOX9"
"1828","SP100"
"1829","SP6"
"1830","SP7"
"1831","SPAAR"
"1832","SPARC"
"1833","SPART"
"1834","SPDEF"
"1835","SPEF1"
"1836","SPHK1"
"1837","SPI1"
"1838","SPINK5"
"1839","SPINT1"
"1840","SPIRE1"
"1841","SPOCK2"
"1842","SPP1"
"1843","SPRED1"
"1844","SPRED2"
"1845","SPRED3"
"1846","SPRY1"
"1847","SPRY2"
"1848","SPRY3"
"1849","SPRY4"
"1850","SPTA1"
"1851","SPTBN4"
"1852","SRA1"
"1853","SRC"
"1854","SRCIN1"
"1855","SRF"
"1856","SRGAP2C"
"1857","SRGN"
"1858","SRPX2"
"1859","SRRT"
"1860","SRY"
"1861","SS18L1"
"1862","ST7"
"1863","STAB1"
"1864","STAR"
"1865","STAT1"
"1866","STAT2"
"1867","STAT5A"
"1868","STAT6"
"1869","STATH"
"1870","STK25"
"1871","STK3"
"1872","STK4"
"1873","STOX1"
"1874","STRIP1"
"1875","STRIP2"
"1876","SUCO"
"1877","SUFU"
"1878","SULF1"
"1879","SULT1E1"
"1880","SULT2B1"
"1881","SUZ12"
"1882","SYDE1"
"1883","SYK"
"1884","SYNDIG1"
"1885","SYNE3"
"1886","SYNGAP1"
"1887","SYNJ1"
"1888","SYNJ2BP"
"1889","SYT1"
"1890","SYT14P1"
"1891","SYT17"
"1892","SYT2"
"1893","SYT3"
"1894","SYT4"
"1895","TACSTD2"
"1896","TAF5L"
"1897","TAF6L"
"1898","TAF8"
"1899","TAFA5"
"1900","TAL1"
"1901","TANC2"
"1902","TBCCD1"
"1903","TBX1"
"1904","TBX18"
"1905","TBX19"
"1906","TBX2"
"1907","TBX20"
"1908","TBX21"
"1909","TBX3"
"1910","TBX5"
"1911","TBX6"
"1912","TBXA2R"
"1913","TCF12"
"1914","TCF15"
"1915","TCF23"
"1916","TCF3"
"1917","TCF4"
"1918","TCF7"
"1919","TCFL5"
"1920","TCIRG1"
"1921","TCP11"
"1922","TCP11X1"
"1923","TCP11X2"
"1924","TDG"
"1925","TEAD2"
"1926","TEK"
"1927","tenascin-w_human"
"1928","TENM4"
"1929","TERF2"
"1930","TERT"
"1931","tert-terc_human"
"1932","TESC"
"1933","TESK1"
"1934","TESPA1"
"1935","TFAP2A"
"1936","TFAP2B"
"1937","TFRC"
"1938","TG"
"1939","TGFB1"
"1940","TGFB1I1"
"1941","TGFB2"
"1942","TGFB3"
"1943","TGFBR1"
"1944","TGFBR2"
"1945","TGFBR3"
"1946","TGIF2"
"1947","TGM2"
"1948","THBS1"
"1949","THBS2"
"1950","THBS4"
"1951","THOC1"
"1952","THPO"
"1953","THY1"
"1954","TIAM1"
"1955","TIAM2"
"1956","TIE1"
"1957","TIFAB"
"1958","TIMP2"
"1959","TJP1"
"1960","TLCD3B"
"1961","TLE6"
"1962","TLL2"
"1963","TLR2"
"1964","TLR3"
"1965","TLR4"
"1966","TLR9"
"1967","TLX2"
"1968","TLX3"
"1969","TMBIM1"
"1970","TMEM100"
"1971","TMEM106B"
"1972","TMEM119"
"1973","TMEM131L"
"1974","TMEM135"
"1975","TMEM176A"
"1976","TMEM176B"
"1977","TMEM178A"
"1978","TMEM64"
"1979","TMEM79"
"1980","TMEM98"
"1981","TMIGD2"
"1982","TNF"
"1983","TNFAIP3"
"1984","TNFRSF11B"
"1985","TNFRSF18"
"1986","TNFRSF1A"
"1987","TNFRSF1B"
"1988","TNFRSF21"
"1989","TNFSF11"
"1990","TNFSF12"
"1991","TNFSF13"
"1992","TNFSF13B"
"1993","TNFSF18"
"1994","TNFSF4"
"1995","TNFSF9"
"1996","TNIK"
"1997","TNMD"
"1998","TNN"
"1999","TNR"
"2000","TNRC6A"
"2001","TNRC6B"
"2002","TNRC6C"
"2003","TOB1"
"2004","TOX"
"2005","TP53"
"2006","TP53BP1"
"2007","TP53INP1"
"2008","TP63"
"2009","TP73"
"2010","TPBG"
"2011","TPM1"
"2012","TPPP"
"2013","TRADD"
"2014","TRAF6"
"2015","TRAK1"
"2016","TREM2"
"2017","TRIB1"
"2018","TRIB2"
"2019","TRIB3"
"2020","TRIM11"
"2021","TRIM16"
"2022","TRIM32"
"2023","TRIM46"
"2024","TRIM6"
"2025","TRIM62"
"2026","TRIM72"
"2027","TRIO"
"2028","TRIOBP"
"2029","TRPC5"
"2030","TRPC6"
"2031","TRPM4"
"2032","TRPS1"
"2033","TRPV1"
"2034","TRPV2"
"2035","TRPV4"
"2036","TSKU"
"2037","TSPAN12"
"2038","TSPO"
"2039","TTBK1"
"2040","TTL"
"2041","TTLL1"
"2042","TTLL4"
"2043","TWIST1"
"2044","TWIST2"
"2045","TWSG1"
"2046","TXLNG"
"2047","TYMP"
"2048","TYROBP"
"2049","U3KQA9"
"2050","U3KQV3"
"2051","UBASH3B"
"2052","UBE2V2"
"2053","UBE3A"
"2054","UCMA"
"2055","ULK2"
"2056","UMODL1"
"2057","UNC13A"
"2058","UNC13D"
"2059","UNCX"
"2060","URS0000029EBD_9606"
"2061","URS000003C416_9606"
"2062","URS000005A8ED_9606"
"2063","URS0000065D58_9606"
"2064","URS0000068B85_9606"
"2065","URS000006FDD4_9606"
"2066","URS000007F792_9606"
"2067","URS0000083D87_9606"
"2068","URS0000096022_9606"
"2069","URS00000B7E30_9606"
"2070","URS00000C7662_9606"
"2071","URS00000CF1D2_9606"
"2072","URS00000E5433_9606"
"2073","URS00000E7594_9606"
"2074","URS00000EA063_9606"
"2075","URS00000ED600_9606"
"2076","URS00000F0F49_9606"
"2077","URS00000F11D1_9606"
"2078","URS00000F6E49_9606"
"2079","URS00000F8DB8_9606"
"2080","URS000013D17D_9606"
"2081","URS000014D9C1_9606"
"2082","URS0000151736_9606"
"2083","URS000015B295_9606"
"2084","URS000016FD1A_9606"
"2085","URS0000170CF4_9606"
"2086","URS0000183BED_9606"
"2087","URS000018C928_9606"
"2088","URS0000192F9C_9606"
"2089","URS000019907A_9606"
"2090","URS000019B0F7_9606"
"2091","URS000019F055_9606"
"2092","URS00001C308D_9606"
"2093","URS00001C770D_9606"
"2094","URS00001CC379_9606"
"2095","URS00001D6BAE_9606"
"2096","URS00001DC04F_9606"
"2097","URS00001DE669_9606"
"2098","URS00001E3523_9606"
"2099","URS00001F1DA8_9606"
"2100","URS00001F7435_9606"
"2101","URS00002075FA_9606"
"2102","URS0000209905_9606"
"2103","URS000020BE6A_9606"
"2104","URS0000229622_9606"
"2105","URS00002373FD_9606"
"2106","URS0000241987_9606"
"2107","URS000024463E_9606"
"2108","URS00002620A7_9606"
"2109","URS000026261D_9606"
"2110","URS0000272039_9606"
"2111","URS000028DE3F_9606"
"2112","URS000029D9F1_9606"
"2113","URS00002B3783_9606"
"2114","URS00002C10B3_9606"
"2115","URS00002C11C3_9606"
"2116","URS00002C6949_9606"
"2117","URS00002C7B2B_9606"
"2118","URS00002CE300_9606"
"2119","URS00002E177F_9606"
"2120","URS00002E857A_9606"
"2121","URS00002F4762_9606"
"2122","URS00002F4D78_9606"
"2123","URS000030BD69_9606"
"2124","URS0000315338_9606"
"2125","URS0000324096_9606"
"2126","URS000032599B_9606"
"2127","URS000032BD73_9606"
"2128","URS0000338542_9606"
"2129","URS000034B6F5_9606"
"2130","URS0000355E82_9606"
"2131","URS000035CC3E_9606"
"2132","URS00003676C9_9606"
"2133","URS0000367985_9606"
"2134","URS00003768C5_9606"
"2135","URS000037C5A8_9606"
"2136","URS0000391DB6_9606"
"2137","URS000039ED8D_9606"
"2138","URS00003B95DA_9606"
"2139","URS00003D1AE3_9606"
"2140","URS00003DA300_9606"
"2141","URS00003DF3AE_9606"
"2142","URS00003F2D94_9606"
"2143","URS000040780F_9606"
"2144","URS000040D674_9606"
"2145","URS00004176D4_9606"
"2146","URS000041E210_9606"
"2147","URS00004208C5_9606"
"2148","URS0000424278_9606"
"2149","URS0000432971_9606"
"2150","URS0000435A77_9606"
"2151","URS000043908D_9606"
"2152","URS00004416C5_9606"
"2153","URS00004449AE_9606"
"2154","URS0000446722_9606"
"2155","URS00004565E5_9606"
"2156","URS00004636A3_9606"
"2157","URS0000476BE1_9606"
"2158","URS0000497496_9606"
"2159","URS00004996E9_9606"
"2160","URS00004A5A07_9606"
"2161","URS00004A7003_9606"
"2162","URS00004AD914_9606"
"2163","URS00004AFF8D_9606"
"2164","URS00004BAA8A_9606"
"2165","URS00004BCD9C_9606"
"2166","URS00004C46CF_9606"
"2167","URS00004C9052_9606"
"2168","URS00004E5112_9606"
"2169","URS00004F9744_9606"
"2170","URS000050B527_9606"
"2171","URS00005165DA_9606"
"2172","URS0000527F89_9606"
"2173","URS000052F380_9606"
"2174","URS0000535FDD_9606"
"2175","URS00005416E3_9606"
"2176","URS000054E934_9606"
"2177","URS000055128B_9606"
"2178","URS00005540D2_9606"
"2179","URS0000554A4F_9606"
"2180","URS00005743AE_9606"
"2181","URS0000574A2C_9606"
"2182","URS000058BB84_9606"
"2183","URS0000591950_9606"
"2184","URS000059273E_9606"
"2185","URS000059311D_9606"
"2186","URS0000599B7D_9606"
"2187","URS00005A31EB_9606"
"2188","URS00005A4DCF_9606"
"2189","URS00005A8080_9606"
"2190","URS00005B2AB8_9606"
"2191","URS00005C2A6D_9606"
"2192","URS00005CACA0_9606"
"2193","URS00005F2D64_9606"
"2194","URS00006054DA_9606"
"2195","URS0000605E00_9606"
"2196","URS0000614A9B_9606"
"2197","URS000061B694_9606"
"2198","URS00006A40C3_9606"
"2199","URS00006B79E2_9606"
"2200","URS00006CB254_9606"
"2201","URS00006EA8E0_9606"
"2202","URS00006EF4EA_9606"
"2203","URS0000700D2C_9606"
"2204","URS0000759C95_9606"
"2205","URS000075AC75_9606"
"2206","URS000075BB37_9606"
"2207","URS000075C98C_9606"
"2208","URS000075D1E0_9606"
"2209","URS000075DE64_9606"
"2210","URS00008B4C7A_9606"
"2211","URS00008B4E20_9606"
"2212","URS00008B5641_9606"
"2213","URS00008B6B09_9606"
"2214","URS00008B7CC1_9606"
"2215","URS00008B9165_9606"
"2216","URS00008BBE9F_9606"
"2217","URS00008BF83E_9606"
"2218","URS00008BF87F_9606"
"2219","URS00008C07B0_9606"
"2220","URS00008C2CA3_9606"
"2221","URS00008C33F6_9606"
"2222","URS00008C3F1B_9606"
"2223","URS00009B1773_9606"
"2224","URS00009B3BF9_9606"
"2225","URS0000CCDFC7_9606"
"2226","URS0000CCE031_9606"
"2227","URS0000CCE0A4_9606"
"2228","URS0000CCE115_9606"
"2229","URS0000CCE123_9606"
"2230","URS0000D56DAB_9606"
"2231","URS0000D5716C_9606"
"2232","URS0000D57905_9606"
"2233","URS0000D57F39_9606"
"2234","URS0000D5865C_9606"
"2235","URS0000D586FC_9606"
"2236","URS0000D59036_9606"
"2237","URS0000D591D3_9606"
"2238","URS0000D5951D_9606"
"2239","URS0000D596F4_9606"
"2240","URS0000D59DBF_9606"
"2241","URS0000D5A0BF_9606"
"2242","URS0000D5A6F8_9606"
"2243","URS0000D5A875_9606"
"2244","URS0000D5AC85_9606"
"2245","URS0000D5AFF5_9606"
"2246","URS0000D5B68E_9606"
"2247","URS0000D5B7B9_9606"
"2248","URS0000D5B869_9606"
"2249","URS0000D5BB28_9606"
"2250","URS0000D5BF44_9606"
"2251","URS0000D5C207_9606"
"2252","URS0000D5C612_9606"
"2253","URS0000D5CDE7_9606"
"2254","URS0000D5D696_9606"
"2255","URS0000D5D836_9606"
"2256","URS0000D5D950_9606"
"2257","URS0000D5D9AC_9606"
"2258","URS0000D5DD39_9606"
"2259","URS0000D5DE89_9606"
"2260","URS0000D5E38C_9606"
"2261","URS0000D5F137_9606"
"2262","URS0000D5F332_9606"
"2263","URS0000D5F391_9606"
"2264","URS0000D5F81A_9606"
"2265","URS0000D6007A_9606"
"2266","URS0000D610EA_9606"
"2267","URS0000D61BB4_9606"
"2268","URS0000D61C35_9606"
"2269","URS0000D62576_9606"
"2270","URS0000D62B96_9606"
"2271","URS0000D63AE9_9606"
"2272","URS0000D63C36_9606"
"2273","URS0000D63CF6_9606"
"2274","URS0000D63D56_9606"
"2275","URS0000D63F96_9606"
"2276","URS0000D64472_9606"
"2277","URS0000D64EEA_9606"
"2278","URS0000D654A0_9606"
"2279","URS0000EA726A_9606"
"2280","URS0000EFF1C3_9606"
"2281","USF3"
"2282","USH2A"
"2283","USP19"
"2284","UST"
"2285","VANGL1"
"2286","VANGL2"
"2287","VASH1"
"2288","VASH2"
"2289","VASN"
"2290","VAX1"
"2291","VCL"
"2292","VDR"
"2293","VEGFA"
"2294","VEGFC"
"2295","VEGFD"
"2296","VGLL4"
"2297","VHL"
"2298","VIL1"
"2299","VLDLR"
"2300","VNN1"
"2301","VPS35"
"2302","VSIR"
"2303","VSTM2A"
"2304","VSTM5"
"2305","VWC2"
"2306","VWC2L"
"2307","WARS1"
"2308","WASF3"
"2309","WASHC2C"
"2310","WDFY2"
"2311","WDPCP"
"2312","WDR1"
"2313","WDR43"
"2314","WDR5"
"2315","WDR61"
"2316","WDR77"
"2317","WEE2"
"2318","WIF1"
"2319","WNT1"
"2320","WNT10A"
"2321","WNT10B"
"2322","WNT11"
"2323","WNT2"
"2324","WNT2B"
"2325","WNT3"
"2326","WNT3A"
"2327","WNT4"
"2328","WNT5A"
"2329","WNT5B"
"2330","WNT6"
"2331","WNT7A"
"2332","WNT7B"
"2333","WNT9A"
"2334","WNT9B"
"2335","WT1"
"2336","WTIP"
"2337","WWC1"
"2338","WWC2"
"2339","WWC3"
"2340","WWTR1"
"2341","XBP1"
"2342","XDH"
"2343","XKR8"
"2344","XRCC2"
"2345","XRCC6"
"2346","YAP1"
"2347","YBX3"
"2348","YJEFN3"
"2349","YPEL3"
"2350","YTHDF2"
"2351","YWHAH"
"2352","ZADH2"
"2353","ZAP70"
"2354","ZBED2"
"2355","ZBED3"
"2356","ZBED6"
"2357","ZBTB1"
"2358","ZBTB16"
"2359","ZBTB46"
"2360","ZBTB7B"
"2361","ZBTB7C"
"2362","ZC3H12A"
"2363","ZC3H13"
"2364","ZC3H8"
"2365","ZC4H2"
"2366","ZDHHC15"
"2367","ZDHHC21"
"2368","ZEB1"
"2369","ZEB2"
"2370","ZFHX2"
"2371","ZFHX3"
"2372","ZFP36"
"2373","ZFP36L2"
"2374","ZFPM1"
"2375","ZFPM2"
"2376","ZFYVE27"
"2377","ZHX2"
"2378","ZHX3"
"2379","ZKSCAN3"
"2380","ZMYM3"
"2381","ZMYM4"
"2382","ZMYM6"
"2383","ZMYND8"
"2384","ZNF135"
"2385","ZNF16"
"2386","ZNF219"
"2387","ZNF268"
"2388","ZNF277"
"2389","ZNF304"
"2390","ZNF322"
"2391","ZNF335"
"2392","ZNF365"
"2393","ZNF385A"
"2394","ZNF536"
"2395","ZNF675"
"2396","ZNF683"
"2397","ZNF703"
"2398","ZNF750"
"2399","ZNRF3"
"2400","ZP3"
"2401","ZPR1"
