"","x"
"1396","FEZ1"
"1397","FEZ2"
"1398","FEZF1"
"1399","FEZF2"
"1400","FGD1"
"1401","FGF1"
"1402","FGF10"
"1403","FGF11"
"1404","FGF12"
"1405","FGF13"
"1406","FGF14"
"1407","FGF16"
"1408","FGF17"
"1409","FGF18"
"1410","FGF19"
"1411","FGF2"
"1412","FGF20"
"1413","FGF21"
"1414","FGF22"
"1415","FGF23"
"1416","FGF3"
"1417","FGF4"
"1418","FGF5"
"1419","FGF6"
"1420","FGF7"
"1421","FGF8"
"1422","FGF9"
"1423","FGFR1"
"1424","FGFR2"
"1425","FGFR3"
"1426","FGFR4"
"1427","FGFRL1"
"1428","FGL1"
"1429","FGL2"
"1430","FGR"
"1431","FHL1"
"1432","FHL2"
"1433","FHL3"
"1434","FHOD3"
"1435","FIG4"
"1436","FIGLA"
"1437","FJX1"
"1438","FKBP10"
"1439","FKBPL"
"1440","FKTN"
"1441","FLG"
"1442","FLG2"
"1443","FLI1"
"1444","FLII"
"1445","FLNA"
"1446","FLNB"
"1447","FLOT1"
"1448","FLRT1"
"1449","FLRT2"
"1450","FLRT3"
"1451","FLT1"
"1452","FLT3"
"1453","FLT3LG"
"1454","FLT4"
"1455","FLVCR1"
"1456","FMN1"
"1457","FMN2"
"1458","FMNL3"
"1459","FMR1"
"1460","FN1"
"1461","FNDC3A"
"1462","FNIP1"
"1463","FOLR1"
"1464","FOS"
"1465","FOSL1"
"1466","FOSL2"
"1467","FOXA1"
"1468","FOXA2"
"1469","FOXA3"
"1470","FOXB1"
"1471","FOXC1"
"1472","FOXC2"
"1473","FOXD1"
"1474","FOXD3"
"1475","FOXE1"
"1476","FOXE3"
"1477","FOXF1"
"1478","FOXF2"
"1479","FOXG1"
"1480","FOXH1"
"1481","FOXI1"
"1482","FOXJ1"
"1483","FOXK1"
"1484","FOXL1"
"1485","FOXL2"
"1486","FOXN1"
"1487","FOXN2"
"1488","FOXN3"
"1489","FOXN4"
"1490","FOXO1"
"1491","FOXO3"
"1492","FOXO4"
"1493","FOXP1"
"1494","FOXP2"
"1495","FOXP3"
"1496","FOXQ1"
"1497","FOXS1"
"1498","FPGS"
"1499","FPR2"
"1500","FRAS1"
"1501","FREM1"
"1502","FREM2"
"1503","FRMD7"
"1504","FRS2"
"1505","FRY"
"1506","FRYL"
"1507","FRZB"
"1508","FSCN2"
"1509","FSHB"
"1510","FSHR"
"1511","FST"
"1512","FSTL1"
"1513","FSTL3"
"1514","FSTL4"
"1515","FSTL5"
"1516","FTO"
"1517","FUT1"
"1518","FUT10"
"1519","FUT7"
"1520","FUT8"
"1521","FUT9"
"1522","FUZ"
"1523","FXN"
"1524","FXR1"
"1525","FYN"
"1526","FZD1"
"1527","FZD10"
"1528","FZD2"
"1529","FZD3"
"1530","FZD4"
"1531","FZD5"
"1532","FZD6"
"1533","FZD7"
"1534","FZD8"
"1535","FZD9"
"1536","G2E3"
"1537","G6PD"
"1538","GAB1"
"1539","GAB2"
"1540","GAB3"
"1541","GABPA"
"1542","GABRA1"
"1543","GABRA2"
"1544","GABRA5"
"1545","GABRB1"
"1546","GABRB2"
"1547","GABRB3"
"1548","GABRG2"
"1549","GADD45A"
"1550","GADD45B"
"1551","GADD45G"
"1552","GAL"
"1553","GAL3ST1"
"1554","GALC"
"1555","GALR2"
"1556","GAMT"
"1557","GAP43"
"1558","GART"
"1559","GAS2"
"1560","GAS6"
"1561","GAS7"
"1562","GATA1"
"1563","GATA2"
"1564","GATA3"
"1565","GATA4"
"1566","GATA5"
"1567","GATA6"
"1568","GATM"
"1569","GBA"
"1570","GBX1"
"1571","GBX2"
"1572","GCM1"
"1573","GCM2"
"1574","GCNT1"
"1575","GCNT2"
"1576","GCNT3"
"1577","GCNT4"
"1578","GDA"
"1579","GDF10"
"1580","GDF11"
"1581","GDF2"
"1582","GDF3"
"1583","GDF5"
"1584","GDF6"
"1585","GDF7"
"1586","GDF9"
"1587","GDNF"
"1588","GDPD5"
"1589","GFAP"
"1590","GFER"
"1591","GFI1"
"1592","GFI1B"
"1593","GFRA1"
"1594","GFRA2"
"1595","GFRA3"
"1596","GFRA4"
"1597","GFRAL"
"1598","GGN"
"1599","GGNBP1"
"1600","GGNBP2"
"1601","GH1"
"1602","GH2"
"1603","GHR"
"1604","GHRH"
"1605","GHRHR"
"1606","GHRL"
"1607","GHSR"
"1608","GIGYF2"
"1609","GINS1"
"1610","GINS4"
"1611","GIP"
"1612","GIPR"
"1613","GIT1"
"1614","GJA1"
"1615","GJA10"
"1616","GJA4"
"1617","GJA5"
"1618","GJA8"
"1619","GJB1"
"1620","GJB2"
"1621","GJB3"
"1622","GJB5"
"1623","GJB6"
"1624","GJC1"
"1625","GJC2"
"1626","GJE1"
"1627","GLDN"
"1628","GLI1"
"1629","GLI2"
"1630","GLI3"
"1631","GLIS2"
"1632","GLMN"
"1633","GLRB"
"1634","GLUD1"
"1635","GLUL"
"1636","GMCL1"
"1637","GMCL2"
"1638","GMFB"
"1639","GMNN"
"1640","GNA11"
"1641","GNAI3"
"1642","GNAO1"
"1643","GNAS"
"1644","GNAT1"
"1645","GNB4"
"1646","GNG12"
"1647","GNG8"
"1648","GNGT1"
"1649","GNPNAT1"
"1650","GNRH1"
"1651","GNRH2"
"1652","GNRHR"
"1653","GON4L"
"1654","GORAB"
"1655","GORASP1"
"1656","GOT2"
"1657","GP1BA"
"1658","GPC1"
"1659","GPC2"
"1660","GPC3"
"1661","GPCPD1"
"1662","GPER1"
"1663","GPLD1"
"1664","GPM6A"
"1665","GPM6B"
"1666","GPNMB"
"1667","GPR137"
"1668","GPR137B"
"1669","GPR149"
"1670","GPR157"
"1671","GPR161"
"1672","GPR171"
"1673","GPR18"
"1674","GPR183"
"1675","GPR37L1"
"1676","GPR4"
"1677","GPR55"
"1678","GPR65"
"1679","GPR68"
"1680","GPR89A"
"1681","GPR89B"
"1682","GPRIN1"
"1683","GPRIN2"
"1684","GPRIN3"
"1685","GPS2"
"1686","GPSM1"
"1687","GRB10"
"1688","GRB7"
"1689","GREB1"
"1690","GREB1L"
"1691","GREM1"
"1692","GREM2"
"1693","GRHL1"
"1694","GRHL2"
"1695","GRHL3"
"1696","GRID2"
"1697","GRIK1"
"1698","GRIN1"
"1699","GRIN2A"
"1700","GRIN2B"
"1701","GRIN2C"
"1702","GRIN2D"
"1703","GRIN3A"
"1704","GRIP1"
"1705","GRM6"
"1706","GRM7"
"1707","GRSF1"
"1708","GRXCR1"
"1709","GRXCR2"
"1710","GSC"
"1711","GSDME"
"1712","GSK3B"
"1713","GSN"
"1714","GSTM3"
"1715","GSTP1"
"1716","GSX1"
"1717","GSX2"
"1718","GTF2I"
"1719","GTF2IRD1"
"1720","GTF3C5"
"1721","GUSBP1"
"1722","GYS1"
"1723","GZF1"
"1724","H1-6"
"1725","H1-7"
"1726","H1-9P"
"1727","H2AX"
"1728","H2BS1"
"1729","H3-3A"
"1730","H3-5"
"1731","H3BNH8"
"1732","H3C1"
"1733","H3C13"
"1734","H4-16"
"1735","HACD1"
"1736","HAMP"
"1737","HAND1"
"1738","HAND2"
"1739","HAP1"
"1740","HAPLN1"
"1741","HAPLN2"
"1742","HAPLN3"
"1743","HAPLN4"
"1744","HAS2"
"1745","HAVCR2"
"1746","HBEGF"
"1747","HCCS"
"1748","HCLS1"
"1749","HCN1"
"1750","HCN4"
"1751","HDAC1"
"1752","HDAC10"
"1753","HDAC11"
"1754","HDAC2"
"1755","HDAC4"
"1756","HDAC5"
"1757","HDAC6"
"1758","HDAC7"
"1759","HDAC9"
"1760","HDGFL3"
"1761","HECA"
"1762","HEG1"
"1763","HELLS"
"1764","HELT"
"1765","HEMGN"
"1766","HERC1"
"1767","HES1"
"1768","HES2"
"1769","HES3"
"1770","HES4"
"1771","HES5"
"1772","HES6"
"1773","HES7"
"1774","HESX1"
"1775","HEXB"
"1776","HEY1"
"1777","HEY2"
"1778","HEYL"
"1779","HFE"
"1780","HGF"
"1781","HHAT"
"1782","HHEX"
"1783","HHIP"
"1784","HIC1"
"1785","HIF1A"
"1786","HIF3A"
"1787","HIKESHI"
"1788","HINFP"
"1789","HIP1R"
"1790","HIPK2"
"1791","HIVEP3"
"1792","HK2"
"1793","HLA-DOA"
"1794","HLA-DRA"
"1795","HLA-DRB1"
"1796","HLA-G"
"1797","HLF"
"1798","HLX"
"1799","HM13"
"1800","HMG20B"
"1801","HMGA2"
"1802","HMGB3"
"1803","HMGCL"
"1804","HMGCR"
"1805","HMGCS1"
"1806","HMGN1"
"1807","HMOX1"
"1808","HMX1"
"1809","HMX2"
"1810","HMX3"
"1811","HNF1A"
"1812","HNF1B"
"1813","HNF4A"
"1814","HNMT"
"1815","HOMER1"
"1816","HOOK1"
"1817","HOOK3"
"1818","HOPX"
"1819","HORMAD1"
"1820","HOXA1"
"1821","HOXA10"
"1822","HOXA11"
"1823","HOXA13"
"1824","HOXA2"
"1825","HOXA3"
"1826","HOXA4"
"1827","HOXA5"
"1828","HOXA6"
"1829","HOXA7"
"1830","HOXA9"
"1831","HOXB1"
"1832","HOXB13"
"1833","HOXB2"
"1834","HOXB3"
"1835","HOXB4"
"1836","HOXB5"
"1837","HOXB6"
"1838","HOXB7"
"1839","HOXB8"
"1840","HOXB9"
"1841","HOXC10"
"1842","HOXC11"
"1843","HOXC12"
"1844","HOXC13"
"1845","HOXC4"
"1846","HOXC5"
"1847","HOXC6"
"1848","HOXC8"
"1849","HOXC9"
"1850","HOXD1"
"1851","HOXD10"
"1852","HOXD11"
"1853","HOXD12"
"1854","HOXD13"
"1855","HOXD3"
"1856","HOXD4"
"1857","HOXD8"
"1858","HOXD9"
"1859","HPCA"
"1860","HPCAL4"
"1861","HPGD"
"1862","HPN"
"1863","HPRT1"
"1864","HPSE"
"1865","hpse_human-1"
"1866","HRAS"
"1867","HRG"
"1868","HRNR"
"1869","HS3ST6"
"1870","HS6ST1"
"1871","HSD11B1"
"1872","HSD17B1"
"1873","HSD17B2"
"1874","HSD17B3"
"1875","HSD17B4"
"1876","HSD3B1"
"1877","HSD3B2"
"1878","HSF4"
"1879","HSP90AA1"
"1880","HSPA1A"
"1881","HSPA1B"
"1882","HSPA5"
"1883","HSPB1"
"1884","HSPB11"
"1885","HSPB6"
"1886","HSPB7"
"1887","HSPG2"
"1888","HTATIP2"
"1889","HTN1"
"1890","HTN3"
"1891","HTR2B"
"1892","HTR5A"
"1893","HTR6"
"1894","HTRA1"
"1895","HTRA2"
"1896","HUNK"
"1897","HUS1"
"1898","HYAL1"
"1899","HYAL2"
"1900","HYAL3"
"1901","HYDIN"
"1902","IBSP"
"1903","ICAM1"
"1904","ICOS"
"1905","ID1"
"1906","ID2"
"1907","ID3"
"1908","IDE"
"1909","IDH1"
"1910","IDH2"
"1911","IER2"
"1912","IFI16"
"1913","IFITM5"
"1914","IFNA1"
"1915","IFNA10"
"1916","IFNA14"
"1917","IFNA16"
"1918","IFNA17"
"1919","IFNA2"
"1920","IFNA21"
"1921","IFNA4"
"1922","IFNA5"
"1923","IFNA6"
"1924","IFNA7"
"1925","IFNA8"
"1926","IFNB1"
"1927","IFNE"
"1928","IFNG"
"1929","IFNK"
"1930","IFNL1"
"1931","IFNW1"
"1932","IFT122"
"1933","IFT140"
"1934","IFT172"
"1935","IFT20"
"1936","IFT27"
"1937","IFT52"
"1938","IFT57"
"1939","IFT74"
"1940","IFT80"
"1941","IFT88"
"1942","IGF1"
"1943","IGF1R"
"1944","IGF2"
"1945","IGF2BP1"
"1946","IGF2BP2"
"1947","IGF2BP3"
"1948","IGF2R"
"1949","IGFBP5"
"1950","IGFBP7"
"1951","IGFN1"
"1952","IGSF10"
"1953","IGSF21"
"1954","IGSF3"
"1955","IGSF9"
"1956","IGSF9B"
"1957","IHH"
"1958","IKBKB"
"1959","IKZF1"
"1960","IKZF3"
"1961","IL10"
"1962","IL11"
"1963","IL12B"
"1964","IL12RB1"
"1965","IL13"
"1966","IL15"
"1967","IL15RA"
"1968","IL17A"
"1969","IL17D"
"1970","IL17F"
"1971","IL18"
"1972","IL18R1"
"1973","IL1A"
"1974","IL1B"
"1975","IL1RAP"
"1976","IL1RAPL1"
"1977","IL1RAPL2"
"1978","IL1RL2"
"1979","IL2"
"1980","IL20"
"1981","IL21"
"1982","IL23A"
"1983","IL23R"
"1984","IL25"
"1985","IL27"
"1986","IL2RA"
"1987","IL3"
"1988","IL31RA"
"1989","IL34"
"1990","IL36B"
"1991","IL4"
"1992","IL4I1"
"1993","IL4R"
"1994","IL5"
"1995","IL6"
"1996","IL6R"
"1997","IL6ST"
"1998","IL7"
"1999","IL7R"
"2000","ILDR2"
"2001","ILK"
"2002","IMMP2L"
"2003","IMPACT"
"2004","IMPDH2"
"2005","INA"
"2006","ING2"
"2007","INHA"
"2008","INHBA"
"2009","INHBB"
"2010","INPP5B"
"2011","INPP5D"
"2012","INPPL1"
"2013","INSC"
"2014","INSIG1"
"2015","INSIG2"
"2016","INSL3"
"2017","INSM1"
"2018","INSM2"
"2019","INSR"
"2020","INSRR"
"2021","INTU"
"2022","INVS"
"2023","IQCE"
"2024","IQGAP1"
"2025","IREB2"
"2026","IRF1"
"2027","IRF4"
"2028","IRF6"
"2029","IRF7"
"2030","IRF8"
"2031","IRS2"
"2032","IRX1"
"2033","IRX2"
"2034","IRX3"
"2035","IRX4"
"2036","IRX5"
"2037","IRX6"
"2038","ISG15"
"2039","ISL1"
"2040","ISL2"
"2041","ISLR2"
"2042","ISM1"
"2043","IST1"
"2044","ISX"
"2045","ITFG2"
"2046","ITGA1"
"2047","ITGA11"
"2048","ITGA2"
"2049","ITGA2B"
"2050","ITGA3"
"2051","ITGA4"
"2052","ITGA5"
"2053","ITGA6"
"2054","ITGA7"
"2055","ITGA8"
"2056","ITGAM"
"2057","ITGAV"
"2058","ITGAX"
"2059","ITGB1"
"2060","ITGB1BP1"
"2061","ITGB1BP2"
"2062","ITGB2"
"2063","ITGB3"
"2064","ITGB4"
"2065","ITGB5"
"2066","ITGB6"
"2067","ITGB8"
"2068","ITK"
"2069","ITM2A"
"2070","ITM2C"
"2071","ITPKA"
"2072","ITPKB"
"2073","ITPR1"
"2074","ITSN1"
"2075","IVL"
"2076","J3QT63"
"2077","JAG1"
"2078","JAG2"
"2079","JAK2"
"2080","JAK3"
"2081","JAM2"
"2082","JAM3"
"2083","JARID2"
"2084","JCAD"
"2085","JHY"
"2086","JMJD6"
"2087","JMJD8"
"2088","JPH1"
"2089","JPH2"
"2090","JRKL"
"2091","JUN"
"2092","JUNB"
"2093","JUP"
"2094","KALRN"
"2095","KANK2"
"2096","KAT2A"
"2097","KAT2B"
"2098","KAT6A"
"2099","KAT7"
"2100","KAZALD1"
"2101","KAZN"
"2102","KBTBD8"
"2103","KCNA1"
"2104","KCNA2"
"2105","KCNAB1"
"2106","KCNC1"
"2107","KCNC2"
"2108","KCNE2"
"2109","KCNIP2"
"2110","KCNJ10"
"2111","KCNJ8"
"2112","KCNK2"
"2113","KCNK3"
"2114","KCNQ1"
"2115","KCNQ2"
"2116","KCNQ4"
"2117","KCP"
"2118","KCTD11"
"2119","KCTD15"
"2120","KDF1"
"2121","KDM1B"
"2122","KDM2B"
"2123","KDM4A"
"2124","KDM5A"
"2125","KDM5B"
"2126","KDM6A"
"2127","KDM6B"
"2128","KDM7A"
"2129","KDR"
"2130","KEL"
"2131","KERA"
"2132","KHDC3L"
"2133","KIAA0319"
"2134","KIAA1107"
"2135","KIAA1217"
"2136","KIDINS220"
"2137","KIF14"
"2138","KIF16B"
"2139","KIF18A"
"2140","KIF1A"
"2141","KIF20B"
"2142","KIF26A"
"2143","KIF26B"
"2144","KIF27"
"2145","KIF2A"
"2146","KIF3B"
"2147","KIF5A"
"2148","KIF5C"
"2149","KIFBP"
"2150","KIRREL3"
"2151","KIT"
"2152","KITLG"
"2153","KL"
"2154","KLF1"
"2155","KLF10"
"2156","KLF13"
"2157","KLF15"
"2158","KLF2"
"2159","KLF3"
"2160","KLF4"
"2161","KLF5"
"2162","KLF6"
"2163","KLF7"
"2164","KLHL1"
"2165","KLHL10"
"2166","KLHL12"
"2167","KLHL17"
"2168","KLHL3"
"2169","KLHL40"
"2170","KLHL41"
"2171","KLK12"
"2172","KLK13"
"2173","KLK14"
"2174","KLK3"
"2175","KLK4"
"2176","KLK5"
"2177","KLK6"
"2178","KLK8"
"2179","KLRC1"
"2180","KMT2A"
"2181","KMT2B"
"2182","KMT2C"
"2183","KMT2D"
"2184","KMT2E"
"2185","KMT5B"
"2186","KNDC1"
"2187","KPNA7"
"2188","KREMEN1"
"2189","KREMEN2"
"2190","KRIT1"
"2191","KRT1"
"2192","KRT10"
"2193","KRT12"
"2194","KRT13"
"2195","KRT14"
"2196","KRT15"
"2197","KRT16"
"2198","KRT17"
"2199","KRT18"
"2200","KRT19"
"2201","KRT2"
"2202","KRT20"
"2203","KRT23"
"2204","KRT24"
"2205","KRT25"
"2206","KRT26"
"2207","KRT27"
"2208","KRT28"
"2209","KRT3"
"2210","KRT31"
"2211","KRT32"
"2212","KRT33A"
"2213","KRT33B"
"2214","KRT34"
"2215","KRT35"
"2216","KRT36"
"2217","KRT37"
"2218","KRT38"
"2219","KRT39"
"2220","KRT4"
"2221","KRT40"
"2222","KRT5"
"2223","KRT6A"
"2224","KRT6B"
"2225","KRT6C"
"2226","KRT7"
"2227","KRT71"
"2228","KRT72"
"2229","KRT73"
"2230","KRT74"
"2231","KRT75"
"2232","KRT76"
"2233","KRT77"
"2234","KRT78"
"2235","KRT79"
"2236","KRT8"
"2237","KRT80"
"2238","KRT81"
"2239","KRT82"
"2240","KRT83"
"2241","KRT84"
"2242","KRT85"
"2243","KRT86"
"2244","KRT9"
"2245","KRTAP1-1"
"2246","KRTAP1-3"
"2247","KRTAP1-4"
"2248","KRTAP1-5"
"2249","KRTAP10-1"
"2250","KRTAP10-10"
"2251","KRTAP10-11"
"2252","KRTAP10-12"
"2253","KRTAP10-2"
"2254","KRTAP10-3"
"2255","KRTAP10-4"
"2256","KRTAP10-5"
"2257","KRTAP10-6"
"2258","KRTAP10-7"
"2259","KRTAP10-8"
"2260","KRTAP10-9"
"2261","KRTAP11-1"
"2262","KRTAP12-1"
"2263","KRTAP12-2"
"2264","KRTAP12-3"
"2265","KRTAP12-4"
"2266","KRTAP13-1"
"2267","KRTAP13-2"
"2268","KRTAP13-3"
"2269","KRTAP13-4"
"2270","KRTAP15-1"
"2271","KRTAP16-1"
"2272","KRTAP17-1"
"2273","KRTAP19-1"
"2274","KRTAP19-2"
"2275","KRTAP19-3"
"2276","KRTAP19-4"
"2277","KRTAP19-5"
"2278","KRTAP19-6"
"2279","KRTAP19-7"
"2280","KRTAP19-8"
"2281","KRTAP2-1"
"2282","KRTAP2-2"
"2283","KRTAP2-3"
"2284","KRTAP2-4"
"2285","KRTAP20-1"
"2286","KRTAP20-2"
"2287","KRTAP21-1"
"2288","KRTAP21-2"
"2289","KRTAP21-3"
"2290","KRTAP22-1"
"2291","KRTAP23-1"
"2292","KRTAP24-1"
"2293","KRTAP25-1"
"2294","KRTAP26-1"
"2295","KRTAP27-1"
"2296","KRTAP29-1"
"2297","KRTAP3-1"
"2298","KRTAP3-2"
"2299","KRTAP3-3"
"2300","KRTAP4-1"
"2301","KRTAP4-11"
"2302","KRTAP4-2"
"2303","KRTAP4-3"
"2304","KRTAP4-4"
"2305","KRTAP4-5"
"2306","KRTAP4-6"
"2307","KRTAP4-7"
"2308","KRTAP4-8"
"2309","KRTAP4-9"
"2310","KRTAP5-1"
"2311","KRTAP5-10"
"2312","KRTAP5-11"
"2313","KRTAP5-2"
"2314","KRTAP5-3"
"2315","KRTAP5-4"
"2316","KRTAP5-5"
"2317","KRTAP5-6"
"2318","KRTAP5-7"
"2319","KRTAP5-8"
"2320","KRTAP5-9"
"2321","KRTAP6-1"
"2322","KRTAP6-2"
"2323","KRTAP6-3"
"2324","KRTAP8-1"
"2325","KRTAP9-1"
"2326","KRTAP9-2"
"2327","KRTAP9-3"
"2328","KRTAP9-4"
"2329","KRTAP9-6"
"2330","KRTAP9-7"
"2331","KRTAP9-8"
"2332","KRTAP9-9"
"2333","L1CAM"
"2334","L3MBTL1"
"2335","L3MBTL3"
"2336","LAG3"
"2337","LAMA1"
"2338","LAMA2"
"2339","LAMA3"
"2340","LAMA4"
"2341","LAMA5"
"2342","LAMB1"
"2343","LAMB2"
"2344","LAMB3"
"2345","LAMB4"
"2346","LAMC1"
"2347","LAMC2"
"2348","LAMC3"
"2349","LARGE1"
"2350","LATS1"
"2351","LBH"
"2352","LBR"
"2353","LBX1"
"2354","LCE1A"
"2355","LCE1B"
"2356","LCE1C"
"2357","LCE1D"
"2358","LCE1E"
"2359","LCE1F"
"2360","LCE2A"
"2361","LCE2B"
"2362","LCE2C"
"2363","LCE2D"
"2364","LCE3A"
"2365","LCE3B"
"2366","LCE3C"
"2367","LCE3D"
"2368","LCE3E"
"2369","LCE4A"
"2370","LCE5A"
"2371","LCE6A"
"2372","LCK"
"2373","LCLAT1"
"2374","LCP1"
"2375","LCTL"
"2376","LDB2"
"2377","LDB3"
"2378","LDHA"
"2379","LDLR"
"2380","LECT2"
"2381","LEF1"
"2382","LEFTY1"
"2383","LEFTY2"
"2384","LEG1"
"2385","LENEP"
"2386","LEO1"
"2387","LEP"
"2388","LEPR"
"2389","LFNG"
"2390","LGALS1"
"2391","LGALS12"
"2392","LGALS3"
"2393","LGALS8"
"2394","LGALS9"
"2395","LGI1"
"2396","LGI2"
"2397","LGI4"
"2398","LGR4"
"2399","LGR5"
"2400","LGR6"
"2401","LHB"
"2402","LHCGR"
"2403","LHFPL2"
"2404","LHFPL5"
"2405","LHX1"
"2406","LHX2"
"2407","LHX3"
"2408","LHX4"
"2409","LHX5"
"2410","LHX6"
"2411","LHX8"
"2412","LHX9"
"2413","LIAS"
"2414","LIF"
"2415","LIG1"
"2416","LIG3"
"2417","LIG4"
"2418","LILRB1"
"2419","LILRB2"
"2420","LILRB3"
"2421","LILRB4"
"2422","LIM2"
"2423","LIMK1"
"2424","LIMK2"
"2425","LIMS1"
"2426","LIN28A"
"2427","LIN7A"
"2428","LINC01587"
"2429","LINGO1"
"2430","LINGO2"
"2431","LIPA"
"2432","LIPK"
"2433","LIPM"
"2434","LIPN"
"2435","LLGL1"
"2436","LLPH"
"2437","LMBR1"
"2438","LMBR1L"
"2439","LMBRD1"
"2440","LMO2"
"2441","LMOD3"
"2442","LMTK2"
"2443","LMX1A"
"2444","LMX1B"
"2445","LNPK"
"2446","LOC112267897"
"2447","LOC647264"
"2448","LORICRIN"
"2449","LOX"
"2450","LOXL1"
"2451","LOXL2"
"2452","LOXL3"
"2453","LPAR1"
"2454","LPAR3"
"2455","LPAR6"
"2456","LPCAT1"
"2457","LPIN1"
"2458","LRG1"
"2459","LRIG1"
"2460","LRIG2"
"2461","LRIG3"
"2462","LRP1"
"2463","LRP10"
"2464","LRP12"
"2465","LRP2"
"2466","LRP4"
"2467","LRP5"
"2468","LRP5L"
"2469","LRP6"
"2470","LRP8"
"2471","LRRC10"
"2472","LRRC17"
"2473","LRRC24"
"2474","LRRC4"
"2475","LRRC4B"
"2476","LRRC6"
"2477","LRRC7"
"2478","LRRC8A"
"2479","LRRK1"
"2480","LRRK2"
"2481","LRRN1"
"2482","LRRN3"
"2483","LRRTM2"
"2484","LRRTM3"
"2485","LRTM1"
"2486","LRTM2"
"2487","LRTOMT"
"2488","LSAMP"
"2489","LSR"
"2490","LST1"
"2491","LTA"
"2492","LTB"
"2493","LTBP3"
"2494","LTBP4"
"2495","LTBR"
"2496","LTF"
"2497","LTK"
"2498","LUM"
"2499","LUZP1"
"2500","LY6D"
"2501","LY6H"
"2502","LY9"
"2503","LYAR"
"2504","LYL1"
"2505","LYN"
"2506","LYPLA2"
"2507","M0QYC6"
"2508","MAB21L1"
"2509","MAB21L2"
"2510","MACO1"
"2511","MACROH2A1"
"2512","MACROH2A2"
"2513","MAD1L1"
"2514","MAEL"
"2515","MAF"
"2516","MAFB"
"2517","MAFF"
"2518","MAFG"
"2519","MAG"
"2520","MAGI2"
"2521","MAK"
"2522","MAL"
"2523","MAL2"
"2524","MALL"
"2525","MALT1"
"2526","MAMLD1"
"2527","MAN2A1"
"2528","MANF"
"2529","MAOB"
"2530","MAP1A"
"2531","MAP1B"
"2532","MAP1S"
"2533","MAP2"
"2534","MAP2K4"
"2535","MAP2K5"
"2536","MAP2K6"
"2537","MAP3K13"
"2538","MAP3K20"
"2539","MAP3K4"
"2540","MAP4K4"
"2541","MAP6"
"2542","MAPK11"
"2543","MAPK12"
"2544","MAPK14"
"2545","MAPK7"
"2546","MAPK8IP2"
"2547","MAPKAP1"
"2548","MAPT"
"2549","MARCKS"
"2550","MARCKSL1"
"2551","MARK1"
"2552","MARK2"
"2553","MARK4"
"2554","MARVELD1"
"2555","MAS1"
"2556","MAST1"
"2557","MATN1"
"2558","MATN3"
"2559","MATR3"
"2560","MB"
"2561","MBD3"
"2562","MBD5"
"2563","MBNL1"
"2564","MBNL3"
"2565","MBOAT2"
"2566","MBOAT7"
"2567","MBP"
"2568","MBTD1"
"2569","MBTPS2"
"2570","MC1R"
"2571","MC2R"
"2572","MCAM"
"2573","MCF2"
"2574","MCL1"
"2575","MCM2"
"2576","MCM3AP"
"2577","MCOLN3"
"2578","MCPH1"
"2579","MCTP2"
"2580","MDFI"
"2581","MDGA1"
"2582","MDGA2"
"2583","MDK"
"2584","MDM1"
"2585","MDM2"
"2586","MDM4"
"2587","MECOM"
"2588","MED1"
"2589","MED12"
"2590","MED31"
"2591","MEF2A"
"2592","MEF2B"
"2593","MEF2C"
"2594","MEF2D"
"2595","MEGF10"
"2596","MEGF11"
"2597","MEGF8"
"2598","MEGF9"
"2599","MEIS1"
"2600","MEIS2"
"2601","MEIS3"
"2602","MEIS3P1"
"2603","MEIS3P2"
"2604","MELK"
"2605","MEN1"
"2606","MEOX1"
"2607","MEOX2"
"2608","MEPE"
"2609","MERTK"
"2610","MESP1"
"2611","MESP2"
"2612","MET"
"2613","METRN"
"2614","METTL14"
"2615","METTL3"
"2616","MEX3C"
"2617","MFAP2"
"2618","MFAP5"
"2619","MFGE8"
"2620","MFHAS1"
"2621","MFNG"
"2622","MFRP"
"2623","MFSD2A"
"2624","MFSD8"
"2625","MGAT1"
"2626","MGMT"
"2627","MGP"
"2628","MGST1"
"2629","MIA3"
"2630","MIB1"
"2631","MICAL2"
"2632","MICALCL"
"2633","MICALL1"
"2634","MICALL2"
"2635","MID1"
"2636","MINAR1"
"2637","MINK1"
"2638","MINPP1"
"2639","MITF"
"2640","MIXL1"
"2641","MKKS"
"2642","MKNK2"
"2643","MKS1"
"2644","MKX"
"2645","MLF1"
"2646","MLH1"
"2647","MLLT3"
"2648","MME"
"2649","MMP11"
"2650","MMP12"
"2651","MMP13"
"2652","MMP14"
"2653","MMP15"
"2654","MMP16"
"2655","MMP19"
"2656","MMP2"
"2657","MMP20"
"2658","MMP21"
"2659","MMP24"
"2660","MMP8"
"2661","MMP9"
"2662","MMRN2"
"2663","MMUT"
"2664","MN1"
"2665","MNS1"
"2666","MNT"
"2667","MNX1"
"2668","MOBP"
"2669","MOG"
"2670","MORC1"
"2671","MORC3"
"2672","MOSPD3"
"2673","MOV10"
"2674","MOV10L1"
"2675","MPIG6B"
"2676","MPL"
"2677","MPP5"
"2678","MPST"
"2679","MPV17"
"2680","MPZ"
"2681","MR1"
"2682","MRAS"
"2683","MRTFB"
"2684","MS4A1"
"2685","MSC"
"2686","MSGN1"
"2687","MSH2"
"2688","MSH3"
"2689","MSH4"
"2690","MSH6"
"2691","MSI1"
"2692","MSLN"
"2693","MST1R"
"2694","MSTN"
"2695","MSX1"
"2696","MSX2"
