"","x"
"2697","MT-CO1"
"2698","MT-CO2"
"2699","MT-CYB"
"2700","MT-ND4"
"2701","MT-RNR1"
"2702","MT1G"
"2703","MT3"
"2704","MTERF4"
"2705","MTF1"
"2706","MTF2"
"2707","MTHFD1"
"2708","MTHFD1L"
"2709","MTHFR"
"2710","MTMR2"
"2711","MTNR1B"
"2712","MTR"
"2713","MTSS1"
"2714","MTURN"
"2715","MTX1"
"2716","multimerin2_human"
"2717","MUSK"
"2718","MUSTN1"
"2719","MXRA8"
"2720","MYB"
"2721","MYBPC3"
"2722","MYBPHL"
"2723","MYC"
"2724","MYCBPAP"
"2725","MYCL"
"2726","MYCN"
"2727","MYCNOS"
"2728","MYEF2"
"2729","MYF5"
"2730","MYF6"
"2731","MYH11"
"2732","MYH14"
"2733","MYH15"
"2734","MYH3"
"2735","MYH6"
"2736","MYH7"
"2737","MYL2"
"2738","MYL3"
"2739","MYL6B"
"2740","MYL9"
"2741","MYLIP"
"2742","MYLK"
"2743","MYLK2"
"2744","MYLK3"
"2745","MYLPF"
"2746","MYMK"
"2747","MYMX"
"2748","MYO15A"
"2749","MYO16"
"2750","MYO18B"
"2751","MYO1D"
"2752","MYO1E"
"2753","MYO3A"
"2754","MYO3B"
"2755","MYO6"
"2756","MYO7A"
"2757","MYO7B"
"2758","MYOC"
"2759","MYOCD"
"2760","MYOD1"
"2761","MYOG"
"2762","MYOM1"
"2763","MYOM2"
"2764","MYORG"
"2765","MYOT"
"2766","MYOZ1"
"2767","MYOZ2"
"2768","MYPN"
"2769","MYRF"
"2770","MYSM1"
"2771","MYT1"
"2772","MYT1L"
"2773","N4BP2L2"
"2774","N4BP3"
"2775","NAA15"
"2776","NAB1"
"2777","NAB2"
"2778","NAGLU"
"2779","NAIP"
"2780","NAMPT"
"2781","NANOG"
"2782","NANOS1"
"2783","NANOS2"
"2784","NANOS3"
"2785","NASP"
"2786","NAT8B"
"2787","NAV1"
"2788","NAV2"
"2789","NAV3"
"2790","NBEAL2"
"2791","NBL1"
"2792","NBN"
"2793","NBR1"
"2794","NCAM1"
"2795","NCAM2"
"2796","NCAN"
"2797","NCAPG2"
"2798","NCAPH2"
"2799","NCDN"
"2800","NCK2"
"2801","NCKAP1"
"2802","NCKAP1L"
"2803","NCMAP"
"2804","NCOA1"
"2805","NCOA3"
"2806","NCOA4"
"2807","NCOA6"
"2808","NCOR2"
"2809","NCSTN"
"2810","NDE1"
"2811","NDEL1"
"2812","NDFIP1"
"2813","NDN"
"2814","NDNF"
"2815","NDP"
"2816","NDRG1"
"2817","NDRG2"
"2818","NDRG4"
"2819","NDUFS2"
"2820","NDUFS4"
"2821","NDUFV2"
"2822","NEB"
"2823","NEBL"
"2824","NECAB1"
"2825","NECTIN1"
"2826","NECTIN3"
"2827","NEDD4"
"2828","NEFH"
"2829","NEFL"
"2830","NEK2"
"2831","NEK3"
"2832","NEK8"
"2833","NELFA"
"2834","NELL1"
"2835","NEO1"
"2836","NEPRO"
"2837","NES"
"2838","NEURL1"
"2839","NEUROD1"
"2840","NEUROD2"
"2841","NEUROD4"
"2842","NEUROD6"
"2843","NEUROG1"
"2844","NEUROG2"
"2845","NEUROG3"
"2846","NEXMIF"
"2847","NEXN"
"2848","NF1"
"2849","NF2"
"2850","NFAM1"
"2851","NFASC"
"2852","NFATC1"
"2853","NFATC2"
"2854","NFATC3"
"2855","NFATC4"
"2856","NFE2"
"2857","NFE2L2"
"2858","NFIA"
"2859","NFIB"
"2860","NFIL3"
"2861","NFKB2"
"2862","NFKBIA"
"2863","NFKBID"
"2864","NFKBIZ"
"2865","NGEF"
"2866","NGF"
"2867","NGFR"
"2868","NHEJ1"
"2869","NHLH1"
"2870","NHLH2"
"2871","NHS"
"2872","NIBAN2"
"2873","NID1"
"2874","NIF3L1"
"2875","NIN"
"2876","NINJ2"
"2877","NIPBL"
"2878","NKAP"
"2879","NKD1"
"2880","NKX1-2"
"2881","NKX2-1"
"2882","NKX2-2"
"2883","NKX2-3"
"2884","NKX2-4"
"2885","NKX2-5"
"2886","NKX2-6"
"2887","NKX2-8"
"2888","NKX3-1"
"2889","NKX3-2"
"2890","NKX6-1"
"2891","NKX6-2"
"2892","NKX6-3"
"2893","NLE1"
"2894","NLGN1"
"2895","NLGN2"
"2896","NLGN3"
"2897","NLGN4X"
"2898","NLGN4Y"
"2899","NLRP14"
"2900","NLRP3"
"2901","NLRP5"
"2902","NME1"
"2903","NME5"
"2904","NME8"
"2905","NMUR2"
"2906","NNAT"
"2907","NNMT"
"2908","NOBOX"
"2909","NOCT"
"2910","NODAL"
"2911","NOG"
"2912","NOLC1"
"2913","NOM1"
"2914","NOS3"
"2915","NOTCH1"
"2916","NOTCH2"
"2917","NOTCH2NLA"
"2918","NOTCH2NLB"
"2919","NOTCH2NLC"
"2920","NOTCH3"
"2921","NOTCH4"
"2922","NOTO"
"2923","NOTUM"
"2924","NOX1"
"2925","NOX3"
"2926","NOX5"
"2927","NPAP1"
"2928","NPAS1"
"2929","NPAS2"
"2930","NPAS4"
"2931","NPAT"
"2932","NPHP1"
"2933","NPHP3"
"2934","NPHP4"
"2935","NPHS1"
"2936","NPHS2"
"2937","NPM2"
"2938","NPNT"
"2939","NPPA"
"2940","NPPB"
"2941","NPPC"
"2942","NPR1"
"2943","NPR2"
"2944","NPR3"
"2945","NPRL3"
"2946","NPTX1"
"2947","NPY"
"2948","NPY1R"
"2949","NPY2R"
"2950","NPY5R"
"2951","NR0B1"
"2952","NR0B2"
"2953","NR1D1"
"2954","NR2C2"
"2955","NR2E1"
"2956","NR2E3"
"2957","NR2F1"
"2958","NR2F2"
"2959","NR4A1"
"2960","NR4A2"
"2961","NR4A3"
"2962","NR5A1"
"2963","NR5A2"
"2964","NRAP"
"2965","NRARP"
"2966","NRBP2"
"2967","NRCAM"
"2968","NREP"
"2969","NRG1"
"2970","NRG2"
"2971","NRG3"
"2972","NRG4"
"2973","NRGN"
"2974","NRIP1"
"2975","NRK"
"2976","NRL"
"2977","NRN1"
"2978","NRN1L"
"2979","NRP1"
"2980","NRP2"
"2981","NRROS"
"2982","NRSN1"
"2983","NRSN2"
"2984","NRTN"
"2985","NRXN1"
"2986","NRXN2"
"2987","NRXN3"
"2988","NSD2"
"2989","NSDHL"
"2990","NSUN2"
"2991","NSUN5"
"2992","NTF3"
"2993","NTF4"
"2994","NTM"
"2995","NTN1"
"2996","NTN3"
"2997","NTN4"
"2998","NTN5"
"2999","NTNG1"
"3000","NTNG2"
"3001","NTRK1"
"3002","NTRK2"
"3003","NTRK3"
"3004","NUDT1"
"3005","NUMBL"
"3006","NUP107"
"3007","NUP160"
"3008","NUP85"
"3009","NUPR1"
"3010","NXF2"
"3011","NXF5"
"3012","NXN"
"3013","NYAP1"
"3014","NYAP2"
"3015","OAS2"
"3016","OBSCN"
"3017","OBSL1"
"3018","OC90"
"3019","OCSTAMP"
"3020","ODAD2"
"3021","ODAD3"
"3022","ODAD4"
"3023","ODAM"
"3024","ODAPH"
"3025","ODF1"
"3026","ODF2"
"3027","ODF3"
"3028","ODF4"
"3029","OFD1"
"3030","OLFM1"
"3031","OLFM3"
"3032","OLFML3"
"3033","OLIG1"
"3034","OLIG2"
"3035","OLIG3"
"3036","OMD"
"3037","OMG"
"3038","OMP"
"3039","ONECUT1"
"3040","ONECUT2"
"3041","OOEP"
"3042","OPA1"
"3043","OPCML"
"3044","OPHN1"
"3045","OPN3"
"3046","OPN4"
"3047","OPN5"
"3048","OPRM1"
"3049","OR10A4"
"3050","ORAI1"
"3051","ORMDL3"
"3052","OSCAR"
"3053","OSGIN1"
"3054","OSM"
"3055","OSR1"
"3056","OSR2"
"3057","OSTM1"
"3058","OSTN"
"3059","OTC"
"3060","OTOL1"
"3061","OTOP1"
"3062","OTOR"
"3063","OTP"
"3064","OTUD7B"
"3065","OTULIN"
"3066","OTX1"
"3067","OTX2"
"3068","OVOL1"
"3069","OVOL2"
"3070","OXCT1"
"3071","OXT"
"3072","OXTR"
"3073","P2RX2"
"3074","P2RX4"
"3075","P2RX5"
"3076","P2RX7"
"3077","P2RY1"
"3078","P2RY12"
"3079","P3H1"
"3080","P4HTM"
"3081","PACSIN1"
"3082","PADI2"
"3083","PADI6"
"3084","PAEP"
"3085","PAFAH1B3"
"3086","PAK1"
"3087","PAK2"
"3088","PAK3"
"3089","PAK4"
"3090","PAK6"
"3091","PALB2"
"3092","PALLD"
"3093","PALM"
"3094","PAM"
"3095","PANK2"
"3096","PAPPA2"
"3097","PAPSS1"
"3098","PAPSS2"
"3099","PAQR5"
"3100","PAQR7"
"3101","PAQR8"
"3102","PARD3"
"3103","PARD6B"
"3104","PARP2"
"3105","PARP6"
"3106","PARVA"
"3107","PATZ1"
"3108","PAX1"
"3109","PAX2"
"3110","PAX3"
"3111","PAX4"
"3112","PAX5"
"3113","PAX6"
"3114","PAX7"
"3115","PAX8"
"3116","PAX9"
"3117","PAXBP1"
"3118","PAXIP1"
"3119","PBX1"
"3120","PBX3"
"3121","PBX4"
"3122","PBXIP1"
"3123","PCARE"
"3124","PCDH1"
"3125","PCDH12"
"3126","PCDH15"
"3127","PCDH17"
"3128","PCDH18"
"3129","PCDH19"
"3130","PCDH8"
"3131","PCDH9"
"3132","PCDHA1"
"3133","PCDHA10"
"3134","PCDHA11"
"3135","PCDHA2"
"3136","PCDHA3"
"3137","PCDHA4"
"3138","PCDHA5"
"3139","PCDHA6"
"3140","PCDHA7"
"3141","PCDHA8"
"3142","PCDHAC1"
"3143","PCDHAC2"
"3144","PCDHB10"
"3145","PCDHB11"
"3146","PCDHB12"
"3147","PCDHB13"
"3148","PCDHB14"
"3149","PCDHB15"
"3150","PCDHB16"
"3151","PCDHB2"
"3152","PCDHB3"
"3153","PCDHB4"
"3154","PCDHB5"
"3155","PCDHB6"
"3156","PCDHB9"
"3157","PCGF2"
"3158","PCK1"
"3159","PCK2"
"3160","PCLO"
"3161","PCNA"
"3162","PCOLCE"
"3163","PCSK2"
"3164","PCSK5"
"3165","PCSK6"
"3166","PCSK9"
"3167","PCYT1B"
"3168","PDCD1"
"3169","PDCD10"
"3170","PDCD4"
"3171","PDCL3"
"3172","PDE1B"
"3173","PDE2A"
"3174","PDE3B"
"3175","PDE6A"
"3176","PDE6B"
"3177","PDE6C"
"3178","PDGFA"
"3179","PDGFB"
"3180","PDGFC"
"3181","PDGFD"
"3182","PDGFRA"
"3183","PDGFRB"
"3184","PDILT"
"3185","PDLIM1"
"3186","PDLIM2"
"3187","PDLIM3"
"3188","PDLIM4"
"3189","PDLIM5"
"3190","PDLIM7"
"3191","PDPN"
"3192","PDSS2"
"3193","PDX1"
"3194","PDZD7"
"3195","PECAM1"
"3196","PELO"
"3197","PEMT"
"3198","PENK"
"3199","PER2"
"3200","PERCC1"
"3201","PERP"
"3202","PEX13"
"3203","PF4"
"3204","PFKFB1"
"3205","PFKFB3"
"3206","PGAP1"
"3207","PGF"
"3208","PGK1"
"3209","PGLYRP1"
"3210","PGLYRP2"
"3211","PGM3"
"3212","PGR"
"3213","PHACTR1"
"3214","PHACTR4"
"3215","PHB2"
"3216","PHC1"
"3217","PHC2"
"3218","PHC3"
"3219","PHEX"
"3220","PHF2"
"3221","PHF3"
"3222","PHF6"
"3223","PHF8"
"3224","PHGDH"
"3225","PHLDA2"
"3226","PHLDB1"
"3227","PHLDB2"
"3228","PHLPP2"
"3229","PHOSPHO1"
"3230","PHOX2A"
"3231","PHOX2B"
"3232","PI15"
"3233","PI16"
"3234","PI3"
"3235","PIAS3"
"3236","PICK1"
"3237","PIFO"
"3238","PIGT"
"3239","PIK3CA"
"3240","PIK3CB"
"3241","PIK3CD"
"3242","PIK3CG"
"3243","PIK3R1"
"3244","PIK3R3"
"3245","PIK3R6"
"3246","PIKFYVE"
"3247","PIM1"
"3248","PIP4K2A"
"3249","PIP5K1A"
"3250","PIR"
"3251","PITPNM1"
"3252","PITX1"
"3253","PITX2"
"3254","PITX3"
"3255","PIWIL1"
"3256","PIWIL2"
"3257","PIWIL3"
"3258","PIWIL4"
"3259","PJVK"
"3260","PKD1"
"3261","PKD1L1"
"3262","PKD1L3"
"3263","PKD2"
"3264","PKDCC"
"3265","PKHD1"
"3266","PKM"
"3267","PKN1"
"3268","PKNOX1"
"3269","PKP1"
"3270","PKP2"
"3271","PKP3"
"3272","PKP4"
"3273","PLA2G10"
"3274","PLA2G2D"
"3275","PLA2G3"
"3276","PLAAT4"
"3277","PLAC1"
"3278","PLAG1"
"3279","PLAGL2"
"3280","PLCB1"
"3281","PLCD3"
"3282","PLCE1"
"3283","PLCG2"
"3284","PLCL2"
"3285","PLCZ1"
"3286","PLD4"
"3287","PLD6"
"3288","PLEK"
"3289","PLEKHA1"
"3290","PLEKHA5"
"3291","PLEKHB1"
"3292","PLK2"
"3293","PLK4"
"3294","PLLP"
"3295","PLN"
"3296","PLP1"
"3297","PLPP4"
"3298","PLPPR1"
"3299","PLPPR4"
"3300","PLS1"
"3301","PLS3"
"3302","PLXDC1"
"3303","PLXNA1"
"3304","PLXNA2"
"3305","PLXNA3"
"3306","PLXNA4"
"3307","PLXNB1"
"3308","PLXNB2"
"3309","PLXNB3"
"3310","PLXNC1"
"3311","PLXND1"
"3312","PMCH"
"3313","PML"
"3314","PMP22"
"3315","PMS2"
"3316","PMS2P1"
"3317","PMS2P2"
"3318","PMS2P5"
"3319","PNLDC1"
"3320","PNP"
"3321","PNPT1"
"3322","PODXL"
"3323","POFUT2"
"3324","POGK"
"3325","POGLUT1"
"3326","POLB"
"3327","POLE"
"3328","POLG2"
"3329","POLL"
"3330","POLQ"
"3331","POLR1B"
"3332","POMGNT2"
"3333","POMK"
"3334","POMT1"
"3335","POPDC2"
"3336","POPDC3"
"3337","POR"
"3338","POSTN"
"3339","POTEE"
"3340","POU1F1"
"3341","POU2AF1"
"3342","POU3F1"
"3343","POU3F2"
"3344","POU3F3"
"3345","POU3F4"
"3346","POU4F1"
"3347","POU4F2"
"3348","POU4F3"
"3349","POU5F1"
"3350","POU6F1"
"3351","POU6F2"
"3352","PPARA"
"3353","PPARD"
"3354","PPARG"
"3355","PPARGC1A"
"3356","PPARGC1B"
"3357","PPAT"
"3358","PPDPFL"
"3359","PPHLN1"
"3360","PPL"
"3361","PPP1R12A"
"3362","PPP1R13L"
"3363","PPP1R16B"
"3364","PPP1R17"
"3365","PPP1R9A"
"3366","PPP1R9B"
"3367","PPP2R3A"
"3368","PPP2R3C"
"3369","PPP2R5D"
"3370","PPP3CA"
"3371","PPP3CB"
"3372","PPP3CC"
"3373","PPP3R1"
"3374","PPP4R4"
"3375","PQBP1"
"3376","PRDM1"
"3377","PRDM12"
"3378","PRDM14"
"3379","PRDM15"
"3380","PRDM2"
"3381","PRDM6"
"3382","PRDM8"
"3383","PRDX3"
"3384","PRDX4"
"3385","PRELID1"
"3386","PRELP"
"3387","PREX1"
"3388","PREX2"
"3389","PRICKLE1"
"3390","PRICKLE3"
"3391","PRICKLE4"
"3392","PRKAB1"
"3393","PRKACB"
"3394","PRKACG"
"3395","PRKCA"
"3396","PRKCB"
"3397","PRKCG"
"3398","PRKCH"
"3399","PRKCI"
"3400","PRKCQ"
"3401","PRKCZ"
"3402","PRKD1"
"3403","PRKD2"
"3404","PRKDC"
"3405","PRKG1"
"3406","PRKN"
"3407","PRKX"
"3408","PRL"
"3409","PRLH"
"3410","PRLR"
"3411","PRM1"
"3412","PRM2"
"3413","PRM3"
"3414","PRMT5"
"3415","PRMT6"
"3416","PROC"
"3417","PROK1"
"3418","PROK2"
"3419","PROM1"
"3420","PROP1"
"3421","PROX1"
"3422","PRPH2"
"3423","PRPS1L1"
"3424","PRR14"
"3425","PRR15"
"3426","PRR7"
"3427","PRRC2C"
"3428","PRRX1"
"3429","PRRX2"
"3430","PRSS56"
"3431","PRSS8"
"3432","PRTG"
"3433","PRTN3"
"3434","PRUNE1"
"3435","PRX"
"3436","PRXL2A"
"3437","PSAPL1"
"3438","PSD"
"3439","PSEN1"
"3440","PSKH1"
"3441","PSMB11"
"3442","PSMC4"
"3443","PSME4"
"3444","PSMG1"
"3445","PSPH"
"3446","PSPN"
"3447","PTBP3"
"3448","PTCD2"
"3449","PTCH1"
"3450","PTCH2"
"3451","PTCHD1"
"3452","PTF1A"
"3453","PTGER4"
"3454","PTGIS"
"3455","PTGS2"
"3456","PTH"
"3457","PTH1R"
"3458","PTHLH"
"3459","PTK2"
"3460","PTK2B"
"3461","PTK6"
"3462","PTK7"
"3463","PTN"
"3464","PTP4A1"
"3465","PTPN14"
"3466","PTPN18"
"3467","PTPN2"
"3468","PTPN22"
"3469","PTPN3"
"3470","PTPN6"
"3471","PTPRA"
"3472","PTPRB"
"3473","PTPRC"
"3474","PTPRD"
"3475","PTPRF"
"3476","PTPRG"
"3477","PTPRJ"
"3478","PTPRK"
"3479","PTPRM"
"3480","PTPRN"
"3481","PTPRO"
"3482","PTPRR"
"3483","PTPRS"
"3484","PTPRU"
"3485","PTPRZ1"
"3486","PTS"
"3487","PTX3"
"3488","PURA"
"3489","PVALB"
"3490","PYGO1"
"3491","PYGO2"
"3492","PYY"
"3493","QARS1"
"3494","QDPR"
"3495","QKI"
"3496","RAB10"
"3497","RAB18"
"3498","RAB21"
"3499","RAB23"
"3500","RAB26"
"3501","RAB29"
"3502","RAB33B"
"3503","RAB3A"
"3504","RAB7B"
"3505","RAB8A"
"3506","RABL3"
"3507","RAC2"
"3508","RAC3"
"3509","RACGAP1"
"3510","RAD1"
"3511","RAD51B"
"3512","RAD54B"
"3513","RAD54L"
"3514","RADIL"
"3515","RAG1"
"3516","RAG2"
"3517","RAI1"
"3518","RAI2"
"3519","RAMP1"
"3520","RAMP2"
"3521","RAMP3"
"3522","RANBP3L"
"3523","RAP1GAP"
"3524","RAPGEF1"
"3525","RAPGEF3"
"3526","RAPGEF5"
"3527","RAPGEFL1"
"3528","RAPH1"
"3529","RARA"
"3530","RARB"
"3531","RARG"
"3532","RARRES2"
"3533","RASA1"
"3534","RASGRF1"
"3535","RASGRP1"
"3536","RASGRP4"
"3537","RASIP1"
"3538","RASSF10"
"3539","RASSF2"
"3540","RAX"
"3541","RB1"
"3542","RB1CC1"
"3543","RBBP5"
"3544","RBBP6"
"3545","RBBP8"
"3546","RBFOX1"
"3547","RBFOX2"
"3548","RBFOX3"
"3549","RBM11"
"3550","RBM15"
"3551","RBM19"
"3552","RBM20"
"3553","RBM24"
"3554","RBM45"
"3555","RBM46"
"3556","RBM47"
"3557","RBMY1B"
"3558","RBP4"
"3559","RBPMS2"
"3560","RC3H1"
"3561","RCAN1"
"3562","RCN3"
"3563","RCOR1"
"3564","RD3"
"3565","RDH10"
"3566","RDH13"
"3567","REC8"
"3568","RECK"
"3569","RECQL4"
"3570","REG1A"
"3571","REG3A"
"3572","REG3G"
"3573","RELB"
"3574","RELN"
"3575","RELT"
"3576","REN"
"3577","REST"
"3578","RET"
"3579","RETN"
"3580","RFLNA"
"3581","RFLNB"
"3582","RFNG"
"3583","RFX3"
"3584","RFX4"
"3585","RFX6"
"3586","RGCC"
"3587","RGMA"
"3588","RGN"
"3589","RGS14"
"3590","RGS2"
"3591","RGS4"
"3592","RGS9"
"3593","RHAG"
"3594","RHBDD3"
"3595","RHEX"
"3596","RHO"
"3597","RHOB"
"3598","RHOBTB3"
"3599","RHOG"
"3600","RHOH"
"3601","RHOJ"
"3602","RHOXF1"
"3603","RICTOR"
"3604","RIDA"
"3605","RIPK1"
"3606","RIPK2"
"3607","RIPK3"
"3608","RIPOR2"
"3609","RIPPLY1"
"3610","RIPPLY2"
"3611","RIPPLY3"
"3612","RITA1"
"3613","RLN2"
"3614","RNASEH2B"
"3615","RND1"
"3616","RND2"
"3617","RNF103"
"3618","RNF111"
"3619","RNF112"
"3620","RNF165"
"3621","RNF17"
"3622","RNF2"
"3623","RNF213"
"3624","RNF220"
"3625","RNF38"
"3626","RNF43"
"3627","RNF8"
"3628","RNH1"
"3629","RO60"
"3630","ROBO1"
"3631","ROBO2"
"3632","ROBO3"
"3633","ROBO4"
"3634","ROCK1"
"3635","ROGDI"
"3636","ROM1"
"3637","ROR1"
"3638","ROR2"
"3639","RORA"
"3640","RORB"
"3641","RORC"
"3642","ROS1"
"3643","RP1"
"3644","RP1L1"
"3645","RPE65"
"3646","RPGRIP1"
"3647","RPGRIP1L"
"3648","RPS4Y1"
"3649","RPS6KA1"
"3650","RPS6KA2"
"3651","RPS6KA3"
"3652","RPS6KA5"
"3653","RPS6KA6"
"3654","RPTN"
"3655","RRAS"
"3656","RREB1"
"3657","RRM1"
"3658","RRM2"
"3659","RRM2B"
"3660","RS1"
"3661","RSAD2"
"3662","RSPO2"
"3663","RSPO3"
"3664","RSPO4"
"3665","RTKN2"
"3666","RTL1"
"3667","RTN4"
"3668","RTN4IP1"
"3669","RTN4R"
"3670","RTN4RL1"
"3671","RTN4RL2"
"3672","RTTN"
"3673","RUFY3"
"3674","RUNDC1"
"3675","RUNX1"
"3676","RUNX2"
"3677","RUNX3"
"3678","RXFP1"
"3679","RXFP2"
"3680","RXRA"
"3681","RYBP"
"3682","RYK"
"3683","RYR1"
"3684","RYR2"
"3685","S100A1"
"3686","S100A4"
"3687","S100A7"
"3688","S100A8"
"3689","S100A9"
"3690","S100B"
"3691","S1PR1"
"3692","S1PR2"
"3693","S1PR3"
"3694","SALL1"
"3695","SALL2"
"3696","SALL4"
"3697","SAMD14"
"3698","SAMHD1"
"3699","SAP30"
"3700","SARM1"
"3701","SARS1"
"3702","SASH1"
"3703","SASH3"
"3704","SAT1"
"3705","SATB2"
"3706","SBF2"
"3707","SBNO2"
"3708","SCARF1"
"3709","SCD5"
"3710","SCEL"
"3711","SCG2"
"3712","SCGB1A1"
"3713","SCIN"
"3714","SCLT1"
"3715","SCMH1"
"3716","SCN10A"
"3717","SCN1B"
"3718","SCN2A"
"3719","SCN2B"
"3720","SCN3B"
"3721","SCN5A"
"3722","SCN8A"
"3723","SCN9A"
"3724","SCO2"
"3725","SCRG1"
"3726","SCRIB"
"3727","SCT"
"3728","SCTR"
"3729","SCUBE1"
"3730","SCUBE2"
"3731","SCX"
"3732","SCYL3"
"3733","SDC1"
"3734","SDC2"
"3735","SDC4"
"3736","SDCBP2"
"3737","SDCCAG8"
"3738","SDHA"
"3739","SDK1"
"3740","SDK2"
"3741","SEBOX"
"3742","SEC16A"
"3743","SEC24C"
"3744","SEC24D"
"3745","SEC61A1"
"3746","SEC63"
"3747","SECISBP2"
"3748","SELENOM"
"3749","SELENON"
"3750","SELENOP"
"3751","SELPLG"
"3752","SEMA3A"
"3753","SEMA3B"
"3754","SEMA3C"
"3755","SEMA3D"
"3756","SEMA3E"
"3757","SEMA3F"
"3758","SEMA3G"
"3759","SEMA4A"
"3760","SEMA4B"
"3761","SEMA4C"
"3762","SEMA4D"
"3763","SEMA4F"
"3764","SEMA4G"
"3765","SEMA5A"
"3766","SEMA5B"
"3767","SEMA6A"
"3768","SEMA6B"
"3769","SEMA6C"
"3770","SEMA6D"
"3771","SEMA7A"
"3772","SEPTIN2"
"3773","SEPTIN7"
"3774","SERF1A"
"3775","SERINC5"
"3776","SERPINA5"
"3777","SERPINB12"
"3778","SERPINB13"
"3779","SERPINB5"
"3780","SERPINC1"
"3781","SERPINE1"
"3782","SERPINE2"
"3783","SERPINF1"
"3784","SERPINF2"
"3785","SERPINH1"
"3786","SERPINI1"
"3787","SETD2"
"3788","SETDB2"
"3789","SETX"
"3790","SEZ6"
"3791","SFN"
"3792","SFRP1"
"3793","SFRP2"
"3794","SFRP4"
"3795","SFRP5"
"3796","SFTPB"
"3797","SFTPD"
"3798","SGCA"
"3799","SGCB"
"3800","SGCD"
"3801","SGCE"
"3802","SGCG"
"3803","SGCZ"
"3804","SGK1"
"3805","SGMS2"
"3806","SGPL1"
"3807","SGPP1"
"3808","SH2B2"
"3809","SH2B3"
"3810","SH2D2A"
"3811","SH3GL2"
"3812","SH3GL3"
"3813","SH3KBP1"
"3814","SH3PXD2A"
"3815","SH3PXD2B"
"3816","SH3RF1"
"3817","SH3TC2"
"3818","SHANK1"
"3819","SHANK2"
"3820","SHANK3"
"3821","SHB"
"3822","SHC1"
"3823","SHC3"
"3824","SHH"
"3825","SHISA2"
"3826","SHISA3"
"3827","SHOX"
"3828","SHOX2"
"3829","SHROOM2"
"3830","SHROOM3"
"3831","SHROOM4"
"3832","SHTN1"
"3833","SIAH1"
"3834","SIAH3"
"3835","SIDT2"
"3836","SIGMAR1"
"3837","SIK1"
"3838","SIM1"
"3839","SIM2"
"3840","SIN3A"
"3841","SIPA1L3"
"3842","SIRT1"
"3843","SIRT6"
"3844","SIX1"
"3845","SIX2"
"3846","SIX3"
"3847","SIX4"
"3848","SIX5"
"3849","SIX6"
"3850","SIX6OS1"
"3851","SKI"
"3852","SKIL"
"3853","SLAMF1"
"3854","SLAMF6"
"3855","SLAMF8"
"3856","SLC10A7"
"3857","SLC11A2"
"3858","SLC12A2"
"3859","SLC12A5"
"3860","SLC12A6"
"3861","SLC17A6"
"3862","SLC17A7"
"3863","SLC17A8"
"3864","SLC18A2"
"3865","SLC1A1"
"3866","SLC1A2"
"3867","SLC1A3"
"3868","SLC20A1"
"3869","SLC22A16"
"3870","SLC23A1"
"3871","SLC24A3"
"3872","SLC24A4"
"3873","SLC25A12"
"3874","SLC25A20"
"3875","SLC25A25"
"3876","SLC25A27"
"3877","SLC25A34"
"3878","SLC26A5"
"3879","SLC26A8"
"3880","SLC27A4"
"3881","SLC29A1"
"3882","SLC2A1"
"3883","SLC2A10"
"3884","SLC2A14"
"3885","SLC30A1"
"3886","SLC32A1"
"3887","SLC34A1"
"3888","SLC34A2"
"3889","SLC35E2B"
"3890","SLC38A3"
"3891","SLC39A12"
"3892","SLC39A14"
"3893","SLC39A3"
"3894","SLC39A5"
"3895","SLC44A4"
"3896","SLC46A2"
"3897","SLC4A1"
"3898","SLC4A10"
"3899","SLC4A2"
"3900","SLC4A5"
"3901","SLC4A7"
"3902","SLC5A3"
"3903","SLC5A7"
"3904","SLC6A11"
"3905","SLC6A17"
"3906","SLC6A3"
"3907","SLC6A4"
"3908","SLC7A11"
"3909","SLC7A6OS"
"3910","SLC8A1"
"3911","SLC8A3"
"3912","SLC9A1"
"3913","SLC9A3R1"
"3914","SLC9A6"
"3915","SLC9B2"
"3916","SLC9C1"
"3917","SLCO4C1"
"3918","SLIT1"
"3919","SLIT2"
"3920","SLIT3"
"3921","SLITRK1"
"3922","SLITRK2"
"3923","SLITRK3"
"3924","SLITRK4"
"3925","SLITRK5"
"3926","SLITRK6"
"3927","SMAD1"
"3928","SMAD3"
"3929","SMAD4"
"3930","SMAD5"
"3931","SMAD6"
"3932","SMAD7"
"3933","SMARCA1"
"3934","SMARCA2"
"3935","SMARCA4"
"3936","SMARCC2"
"3937","SMARCD1"
"3938","SMARCD3"
"3939","SMARCE1"
"3940","SMCHD1"
"3941","SMG9"
"3942","SMIM14"
"3943","SMN1"
"3944","SMO"
"3945","SMOC1"
"3946","SMOC2"
"3947","SMPD3"
"3948","SMTN"
"3949","SMTNL1"
"3950","SMYD1"
"3951","SMYD2"
"3952","SMYD4"
"3953","SNAI1"
"3954","SNAI2"
"3955","SNORC"
"3956","SNPH"
"3957","SNRK"
"3958","SNTG2"
"3959","SNW1"
"3960","SNX10"
"3961","SOBP"
"3962","SOCS1"
"3963","SOCS2"
"3964","SOCS3"
"3965","SOCS5"
"3966","SOHLH1"
"3967","SOHLH2"
"3968","SORBS2"
"3969","SORL1"
"3970","SORT1"
"3971","SOS1"
"3972","SOSTDC1"
"3973","SOX1"
"3974","SOX10"
"3975","SOX11"
"3976","SOX12"
"3977","SOX13"
"3978","SOX14"
"3979","SOX15"
"3980","SOX17"
