"","x"
"1413","KLK12"
"1414","KLK13"
"1415","KLK14"
"1416","KLK4"
"1417","KLK5"
"1418","KLRC1"
"1419","KMT2A"
"1420","KMT2B"
"1421","KMT2C"
"1422","KMT2D"
"1423","KMT2E"
"1424","KMT5B"
"1425","KNDC1"
"1426","KRT1"
"1427","KRT10"
"1428","KRT12"
"1429","KRT13"
"1430","KRT14"
"1431","KRT15"
"1432","KRT16"
"1433","KRT17"
"1434","KRT18"
"1435","KRT19"
"1436","KRT2"
"1437","KRT20"
"1438","KRT23"
"1439","KRT24"
"1440","KRT25"
"1441","KRT26"
"1442","KRT27"
"1443","KRT28"
"1444","KRT3"
"1445","KRT31"
"1446","KRT32"
"1447","KRT33A"
"1448","KRT33B"
"1449","KRT34"
"1450","KRT35"
"1451","KRT36"
"1452","KRT37"
"1453","KRT38"
"1454","KRT39"
"1455","KRT4"
"1456","KRT40"
"1457","KRT5"
"1458","KRT6A"
"1459","KRT6B"
"1460","KRT6C"
"1461","KRT7"
"1462","KRT71"
"1463","KRT72"
"1464","KRT73"
"1465","KRT74"
"1466","KRT75"
"1467","KRT76"
"1468","KRT77"
"1469","KRT78"
"1470","KRT79"
"1471","KRT8"
"1472","KRT80"
"1473","KRT81"
"1474","KRT82"
"1475","KRT83"
"1476","KRT84"
"1477","KRT85"
"1478","KRT86"
"1479","KRT9"
"1480","KRTAP1-1"
"1481","KRTAP1-3"
"1482","KRTAP1-4"
"1483","KRTAP1-5"
"1484","KRTAP10-1"
"1485","KRTAP10-10"
"1486","KRTAP10-11"
"1487","KRTAP10-12"
"1488","KRTAP10-2"
"1489","KRTAP10-3"
"1490","KRTAP10-4"
"1491","KRTAP10-5"
"1492","KRTAP10-6"
"1493","KRTAP10-7"
"1494","KRTAP10-8"
"1495","KRTAP10-9"
"1496","KRTAP11-1"
"1497","KRTAP12-1"
"1498","KRTAP12-2"
"1499","KRTAP12-3"
"1500","KRTAP12-4"
"1501","KRTAP13-1"
"1502","KRTAP13-2"
"1503","KRTAP13-3"
"1504","KRTAP13-4"
"1505","KRTAP15-1"
"1506","KRTAP16-1"
"1507","KRTAP17-1"
"1508","KRTAP19-1"
"1509","KRTAP19-2"
"1510","KRTAP19-3"
"1511","KRTAP19-4"
"1512","KRTAP19-5"
"1513","KRTAP19-6"
"1514","KRTAP19-7"
"1515","KRTAP19-8"
"1516","KRTAP2-1"
"1517","KRTAP2-2"
"1518","KRTAP2-3"
"1519","KRTAP2-4"
"1520","KRTAP20-1"
"1521","KRTAP20-2"
"1522","KRTAP21-1"
"1523","KRTAP21-2"
"1524","KRTAP21-3"
"1525","KRTAP22-1"
"1526","KRTAP23-1"
"1527","KRTAP24-1"
"1528","KRTAP25-1"
"1529","KRTAP26-1"
"1530","KRTAP27-1"
"1531","KRTAP29-1"
"1532","KRTAP3-1"
"1533","KRTAP3-2"
"1534","KRTAP3-3"
"1535","KRTAP4-1"
"1536","KRTAP4-11"
"1537","KRTAP4-2"
"1538","KRTAP4-3"
"1539","KRTAP4-4"
"1540","KRTAP4-5"
"1541","KRTAP4-6"
"1542","KRTAP4-7"
"1543","KRTAP4-8"
"1544","KRTAP4-9"
"1545","KRTAP5-1"
"1546","KRTAP5-10"
"1547","KRTAP5-11"
"1548","KRTAP5-2"
"1549","KRTAP5-3"
"1550","KRTAP5-4"
"1551","KRTAP5-5"
"1552","KRTAP5-6"
"1553","KRTAP5-7"
"1554","KRTAP5-8"
"1555","KRTAP5-9"
"1556","KRTAP6-1"
"1557","KRTAP6-2"
"1558","KRTAP6-3"
"1559","KRTAP8-1"
"1560","KRTAP9-1"
"1561","KRTAP9-2"
"1562","KRTAP9-3"
"1563","KRTAP9-4"
"1564","KRTAP9-6"
"1565","KRTAP9-7"
"1566","KRTAP9-8"
"1567","KRTAP9-9"
"1568","L3MBTL1"
"1569","L3MBTL3"
"1570","LAG3"
"1571","LAMA1"
"1572","LAMA2"
"1573","LAMA3"
"1574","LAMA5"
"1575","LAMB1"
"1576","LAMB2"
"1577","LAMB3"
"1578","LAMB4"
"1579","LAMC1"
"1580","LAMC2"
"1581","LAMC3"
"1582","LARGE1"
"1583","LATS1"
"1584","LBH"
"1585","LBR"
"1586","LBX1"
"1587","LCE1A"
"1588","LCE1B"
"1589","LCE1C"
"1590","LCE1D"
"1591","LCE1E"
"1592","LCE1F"
"1593","LCE2A"
"1594","LCE2B"
"1595","LCE2C"
"1596","LCE2D"
"1597","LCE3A"
"1598","LCE3B"
"1599","LCE3C"
"1600","LCE3D"
"1601","LCE3E"
"1602","LCE4A"
"1603","LCE5A"
"1604","LCE6A"
"1605","LCK"
"1606","LCP1"
"1607","LCTL"
"1608","LDB2"
"1609","LDB3"
"1610","LDHA"
"1611","LEF1"
"1612","LEFTY1"
"1613","LEO1"
"1614","LEP"
"1615","LEPR"
"1616","LFNG"
"1617","LGALS1"
"1618","LGALS3"
"1619","LGALS9"
"1620","LGR4"
"1621","LGR5"
"1622","LHB"
"1623","LHCGR"
"1624","LHFPL5"
"1625","LHX1"
"1626","LHX2"
"1627","LHX3"
"1628","LHX4"
"1629","LHX5"
"1630","LHX6"
"1631","LHX8"
"1632","LHX9"
"1633","LIF"
"1634","LIG4"
"1635","LILRB1"
"1636","LILRB2"
"1637","LILRB3"
"1638","LILRB4"
"1639","LIM2"
"1640","LIMK2"
"1641","LIMS1"
"1642","LIN7A"
"1643","LIPA"
"1644","LIPK"
"1645","LIPM"
"1646","LIPN"
"1647","LMBR1L"
"1648","LMOD3"
"1649","LMX1A"
"1650","LNPK"
"1651","LOC112267897"
"1652","LOC647264"
"1653","LORICRIN"
"1654","LOX"
"1655","LOXL2"
"1656","LOXL3"
"1657","LPCAT1"
"1658","LPIN1"
"1659","LRIG1"
"1660","LRIG3"
"1661","LRP1"
"1662","LRP10"
"1663","LRP2"
"1664","LRP4"
"1665","LRP5"
"1666","LRP5L"
"1667","LRP6"
"1668","LRP8"
"1669","LRRC10"
"1670","LRRC17"
"1671","LRRC6"
"1672","LRRC8A"
"1673","LRRK1"
"1674","LRRK2"
"1675","LRTOMT"
"1676","LSR"
"1677","LTA"
"1678","LTB"
"1679","LTBP3"
"1680","LTBR"
"1681","LTF"
"1682","LUM"
"1683","LUZP1"
"1684","LY6D"
"1685","LY6H"
"1686","LY9"
"1687","LYAR"
"1688","LYL1"
"1689","LYN"
"1690","MAB21L1"
"1691","MAB21L2"
"1692","MACO1"
"1693","MACROH2A2"
"1694","MAD1L1"
"1695","MAF"
"1696","MAFB"
"1697","MAFF"
"1698","MAGED1"
"1699","MAGI2"
"1700","MALT1"
"1701","MAMLD1"
"1702","MAN2A1"
"1703","MAOB"
"1704","MAP1S"
"1705","MAP2K4"
"1706","MAP2K5"
"1707","MAP2K6"
"1708","MAP3K4"
"1709","MAPK11"
"1710","MAPK12"
"1711","MAPK14"
"1712","MAPKAP1"
"1713","MAS1"
"1714","MAST1"
"1715","MATN1"
"1716","MATN3"
"1717","MATR3"
"1718","MB"
"1719","MBD3"
"1720","MBOAT2"
"1721","MBOAT7"
"1722","MBP"
"1723","MBTPS2"
"1724","MC2R"
"1725","MCM2"
"1726","MCOLN3"
"1727","MCPH1"
"1728","MDFI"
"1729","MDGA1"
"1730","MDGA2"
"1731","MDK"
"1732","MDM1"
"1733","MDM2"
"1734","MDM4"
"1735","MECOM"
"1736","MED1"
"1737","MED12"
"1738","MEF2A"
"1739","MEF2B"
"1740","MEF2C"
"1741","MEF2D"
"1742","MEGF10"
"1743","MEGF11"
"1744","MEGF8"
"1745","MEGF9"
"1746","MEIS1"
"1747","MEIS2"
"1748","MEIS3"
"1749","MEIS3P1"
"1750","MEIS3P2"
"1751","MELK"
"1752","MEN1"
"1753","MEOX1"
"1754","MEOX2"
"1755","MEPE"
"1756","MERTK"
"1757","MESP1"
"1758","MESP2"
"1759","MET"
"1760","METTL14"
"1761","METTL3"
"1762","MEX3C"
"1763","MFAP2"
"1764","MFAP5"
"1765","MFHAS1"
"1766","MFNG"
"1767","MFRP"
"1768","MFSD2A"
"1769","MGMT"
"1770","MGP"
"1771","MGST1"
"1772","MIB1"
"1773","MICAL2"
"1774","MINPP1"
"1775","MITF"
"1776","MIXL1"
"1777","MKKS"
"1778","MKNK2"
"1779","MKS1"
"1780","MKX"
"1781","MLF1"
"1782","MLLT3"
"1783","MME"
"1784","MMP12"
"1785","MMP13"
"1786","MMP14"
"1787","MMP16"
"1788","MMP2"
"1789","MMP20"
"1790","MMP21"
"1791","MMP9"
"1792","MNX1"
"1793","MOSPD3"
"1794","MOV10"
"1795","MPIG6B"
"1796","MPL"
"1797","MPP5"
"1798","MPST"
"1799","MPV17"
"1800","MR1"
"1801","MRAS"
"1802","MRTFB"
"1803","MS4A1"
"1804","MSC"
"1805","MSH2"
"1806","MSH4"
"1807","MSLN"
"1808","MSTN"
"1809","MSX1"
"1810","MSX2"
"1811","MT-CO1"
"1812","MT-CO2"
"1813","MT-CYB"
"1814","MT-ND4"
"1815","MT-RNR1"
"1816","MT1G"
"1817","MT3"
"1818","MTERF4"
"1819","MTHFD1"
"1820","MTHFD1L"
"1821","MTNR1B"
"1822","MTSS1"
"1823","MTURN"
"1824","MTX1"
"1825","MUSTN1"
"1826","MYB"
"1827","MYBPC3"
"1828","MYC"
"1829","MYCN"
"1830","MYF5"
"1831","MYF6"
"1832","MYH11"
"1833","MYH14"
"1834","MYH15"
"1835","MYH3"
"1836","MYH6"
"1837","MYH7"
"1838","MYL2"
"1839","MYL3"
"1840","MYL6B"
"1841","MYL9"
"1842","MYLK"
"1843","MYLK2"
"1844","MYLK3"
"1845","MYLPF"
"1846","MYMK"
"1847","MYMX"
"1848","MYO15A"
"1849","MYO16"
"1850","MYO18B"
"1851","MYO1D"
"1852","MYO1E"
"1853","MYO3A"
"1854","MYO3B"
"1855","MYO6"
"1856","MYO7A"
"1857","MYO7B"
"1858","MYOC"
"1859","MYOCD"
"1860","MYOD1"
"1861","MYOG"
"1862","MYOM1"
"1863","MYOM2"
"1864","MYORG"
"1865","MYOZ1"
"1866","MYOZ2"
"1867","MYSM1"
"1868","NAB1"
"1869","NAB2"
"1870","NAGLU"
"1871","NAMPT"
"1872","NANOS1"
"1873","NASP"
"1874","NBEAL2"
"1875","NBL1"
"1876","NCAPG2"
"1877","NCAPH2"
"1878","NCKAP1L"
"1879","NCOA1"
"1880","NCOA4"
"1881","NCOA6"
"1882","NCOR2"
"1883","NCSTN"
"1884","NDE1"
"1885","NDEL1"
"1886","NDFIP1"
"1887","NDNF"
"1888","NDRG2"
"1889","NDRG4"
"1890","NDUFS4"
"1891","NDUFV2"
"1892","NEB"
"1893","NEBL"
"1894","NECTIN1"
"1895","NECTIN3"
"1896","NEFL"
"1897","NEK8"
"1898","NES"
"1899","NEURL1"
"1900","NEUROD1"
"1901","NEUROD2"
"1902","NEUROD4"
"1903","NEUROD6"
"1904","NEUROG1"
"1905","NEUROG3"
"1906","NF1"
"1907","NF2"
"1908","NFAM1"
"1909","NFATC1"
"1910","NFATC2"
"1911","NFATC4"
"1912","NFE2"
"1913","NFIA"
"1914","NFIB"
"1915","NFIL3"
"1916","NFKB2"
"1917","NFKBIA"
"1918","NFKBID"
"1919","NFKBIZ"
"1920","NGFR"
"1921","NHEJ1"
"1922","NHLH2"
"1923","NHS"
"1924","NIBAN2"
"1925","NID1"
"1926","NIN"
"1927","NIPBL"
"1928","NKAP"
"1929","NKD1"
"1930","NKX2-1"
"1931","NKX2-2"
"1932","NKX2-3"
"1933","NKX2-5"
"1934","NKX2-6"
"1935","NKX2-8"
"1936","NKX3-1"
"1937","NKX3-2"
"1938","NKX6-1"
"1939","NKX6-2"
"1940","NLE1"
"1941","NLGN4X"
"1942","NLRP3"
"1943","NME1"
"1944","NME5"
"1945","NNAT"
"1946","NNMT"
"1947","NODAL"
"1948","NOG"
"1949","NOLC1"
"1950","NOM1"
"1951","NOS3"
"1952","NOTCH1"
"1953","NOTCH2"
"1954","NOTCH2NLA"
"1955","NOTCH2NLB"
"1956","NOTCH2NLC"
"1957","NOTCH4"
"1958","NOTO"
"1959","NOTUM"
"1960","NOX3"
"1961","NPHP1"
"1962","NPHP3"
"1963","NPHP4"
"1964","NPHS1"
"1965","NPHS2"
"1966","NPNT"
"1967","NPPA"
"1968","NPPB"
"1969","NPPC"
"1970","NPR2"
"1971","NPRL3"
"1972","NPY"
"1973","NPY1R"
"1974","NPY2R"
"1975","NPY5R"
"1976","NR0B1"
"1977","NR0B2"
"1978","NR2E1"
"1979","NR2E3"
"1980","NR2F2"
"1981","NR4A1"
"1982","NR4A2"
"1983","NR4A3"
"1984","NR5A1"
"1985","NR5A2"
"1986","NRAP"
"1987","NRARP"
"1988","NRG1"
"1989","NRG2"
"1990","NRG3"
"1991","NRGN"
"1992","NRIP1"
"1993","NRL"
"1994","NRP1"
"1995","NRP2"
"1996","NRROS"
"1997","NRTN"
"1998","NSD2"
"1999","NSDHL"
"2000","NSUN2"
"2001","NSUN5"
"2002","NTF4"
"2003","NTN1"
"2004","NTN3"
"2005","NTN4"
"2006","NTN5"
"2007","NTNG1"
"2008","NTNG2"
"2009","NTRK1"
"2010","NTRK2"
"2011","NTRK3"
"2012","NUDT1"
"2013","NUMBL"
"2014","NUP107"
"2015","NUP160"
"2016","NUP85"
"2017","NUPR1"
"2018","OBSL1"
"2019","OC90"
"2020","OCSTAMP"
"2021","ODAD2"
"2022","ODAD4"
"2023","ODAM"
"2024","OLFM1"
"2025","OLFM3"
"2026","OLIG2"
"2027","OLIG3"
"2028","ONECUT1"
"2029","ONECUT2"
"2030","OPA1"
"2031","OPHN1"
"2032","OPN3"
"2033","OPN4"
"2034","OPN5"
"2035","ORAI1"
"2036","OSCAR"
"2037","OSR1"
"2038","OSR2"
"2039","OSTM1"
"2040","OTC"
"2041","OTOL1"
"2042","OTOP1"
"2043","OTOR"
"2044","OTP"
"2045","OTX1"
"2046","OTX2"
"2047","OVOL1"
"2048","OVOL2"
"2049","OXCT1"
"2050","OXT"
"2051","OXTR"
"2052","P2RX2"
"2053","P2RY12"
"2054","P3H1"
"2055","P4HTM"
"2056","PADI2"
"2057","PAFAH1B3"
"2058","PAK1"
"2059","PALB2"
"2060","PALLD"
"2061","PAM"
"2062","PAPPA2"
"2063","PARVA"
"2064","PATZ1"
"2065","PAX2"
"2066","PAX3"
"2067","PAX4"
"2068","PAX5"
"2069","PAX6"
"2070","PAX7"
"2071","PAX8"
"2072","PAX9"
"2073","PAXBP1"
"2074","PAXIP1"
"2075","PBX1"
"2076","PBX3"
"2077","PBX4"
"2078","PBXIP1"
"2079","PCDH12"
"2080","PCDH15"
"2081","PCDH18"
"2082","PCDH19"
"2083","PCDH9"
"2084","PCGF2"
"2085","PCK1"
"2086","PCK2"
"2087","PCNA"
"2088","PCSK5"
"2089","PCSK6"
"2090","PCSK9"
"2091","PCYT1B"
"2092","PDCD4"
"2093","PDE1B"
"2094","PDE2A"
"2095","PDE6A"
"2096","PDE6B"
"2097","PDE6C"
"2098","PDGFA"
"2099","PDGFB"
"2100","PDGFC"
"2101","PDGFRA"
"2102","PDGFRB"
"2103","PDLIM1"
"2104","PDLIM2"
"2105","PDLIM3"
"2106","PDLIM4"
"2107","PDLIM5"
"2108","PDLIM7"
"2109","PDPN"
"2110","PDSS2"
"2111","PDX1"
"2112","PDZD7"
"2113","PECAM1"
"2114","PERP"
"2115","PEX13"
"2116","PF4"
"2117","PFKFB1"
"2118","PFKFB3"
"2119","PGAP1"
"2120","PGF"
"2121","PGLYRP1"
"2122","PGLYRP2"
"2123","PGM3"
"2124","PGR"
"2125","PHACTR1"
"2126","PHACTR4"
"2127","PHB2"
"2128","PHEX"
"2129","PHF2"
"2130","PHF8"
"2131","PHGDH"
"2132","PHLDA2"
"2133","PHLPP2"
"2134","PHOSPHO1"
"2135","PHOX2A"
"2136","PHOX2B"
"2137","PI3"
"2138","PIAS3"
"2139","PIFO"
"2140","PIK3CA"
"2141","PIK3CD"
"2142","PIK3R1"
"2143","PIK3R6"
"2144","PIP4K2A"
"2145","PIP5K1A"
"2146","PIR"
"2147","PITPNM1"
"2148","PITX1"
"2149","PITX2"
"2150","PITX3"
"2151","PJVK"
"2152","PKD1"
"2153","PKD1L3"
"2154","PKD2"
"2155","PKDCC"
"2156","PKHD1"
"2157","PKN1"
"2158","PKNOX1"
"2159","PKP1"
"2160","PKP2"
"2161","PKP3"
"2162","PKP4"
"2163","PLA2G2D"
"2164","PLA2G3"
"2165","PLAC1"
"2166","PLAG1"
"2167","PLCB1"
"2168","PLCD3"
"2169","PLCE1"
"2170","PLCG2"
"2171","PLCL2"
"2172","PLD4"
"2173","PLEK"
"2174","PLEKHA1"
"2175","PLK4"
"2176","PLN"
"2177","PLP1"
"2178","PLPPR4"
"2179","PLS1"
"2180","PLS3"
"2181","PLXDC1"
"2182","PLXNA1"
"2183","PLXNA2"
"2184","PLXNA3"
"2185","PLXNA4"
"2186","PLXNB1"
"2187","PLXNB2"
"2188","PLXND1"
"2189","PML"
"2190","PNP"
"2191","PNPT1"
"2192","PODXL"
"2193","POGLUT1"
"2194","POLB"
"2195","POLE"
"2196","POLR1B"
"2197","POMK"
"2198","POPDC2"
"2199","POPDC3"
"2200","POR"
"2201","POTEE"
"2202","POU1F1"
"2203","POU2AF1"
"2204","POU3F1"
"2205","POU3F2"
"2206","POU3F3"
"2207","POU3F4"
"2208","POU4F1"
"2209","POU4F2"
"2210","POU4F3"
"2211","POU6F1"
"2212","PPARA"
"2213","PPARD"
"2214","PPARG"
"2215","PPARGC1A"
"2216","PPARGC1B"
"2217","PPAT"
"2218","PPHLN1"
"2219","PPL"
"2220","PPP1R13L"
"2221","PPP1R9B"
"2222","PPP2R3C"
"2223","PPP3CA"
"2224","PPP3CB"
"2225","PPP3CC"
"2226","PPP3R1"
"2227","PRDM1"
"2228","PRDX3"
"2229","PRDX4"
"2230","PRELID1"
"2231","PREX1"
"2232","PRICKLE1"
"2233","PRICKLE4"
"2234","PRKACG"
"2235","PRKCA"
"2236","PRKCB"
"2237","PRKCI"
"2238","PRKCQ"
"2239","PRKCZ"
"2240","PRKDC"
"2241","PRKG1"
"2242","PRKX"
"2243","PRL"
"2244","PRLR"
"2245","PRMT5"
"2246","PRMT6"
"2247","PROM1"
"2248","PROP1"
"2249","PROX1"
"2250","PRPH2"
"2251","PRPS1L1"
"2252","PRR14"
"2253","PRR7"
"2254","PRRC2C"
"2255","PRRX1"
"2256","PRSS56"
"2257","PRSS8"
"2258","PRTN3"
"2259","PRXL2A"
"2260","PSAPL1"
"2261","PSEN1"
"2262","PSKH1"
"2263","PSMB11"
"2264","PSMG1"
"2265","PTBP3"
"2266","PTCD2"
"2267","PTCH1"
"2268","PTCH2"
"2269","PTCHD1"
"2270","PTF1A"
"2271","PTGER4"
"2272","PTGS2"
"2273","PTH"
"2274","PTH1R"
"2275","PTHLH"
"2276","PTK2"
"2277","PTK2B"
"2278","PTK7"
"2279","PTN"
"2280","PTPN2"
"2281","PTPN22"
"2282","PTPN3"
"2283","PTPN6"
"2284","PTPRC"
"2285","PTPRG"
"2286","PTPRJ"
"2287","PTPRK"
"2288","PTPRM"
"2289","PTPRN"
"2290","PTPRO"
"2291","PTPRS"
"2292","PTPRU"
"2293","PTPRZ1"
"2294","PTX3"
"2295","PVALB"
"2296","PYGO1"
"2297","PYGO2"
"2298","QARS1"
"2299","QDPR"
"2300","RAB18"
"2301","RAB23"
"2302","RAB33B"
"2303","RAB3A"
"2304","RAB7B"
"2305","RABL3"
"2306","RAC3"
"2307","RAD1"
"2308","RADIL"
"2309","RAG1"
"2310","RAG2"
"2311","RAMP2"
"2312","RANBP3L"
"2313","RARA"
"2314","RARB"
"2315","RARG"
"2316","RARRES2"
"2317","RASGRP1"
"2318","RASGRP4"
"2319","RASSF2"
"2320","RAX"
"2321","RB1"
"2322","RB1CC1"
"2323","RBBP5"
"2324","RBBP6"
"2325","RBFOX2"
"2326","RBM15"
"2327","RBM20"
"2328","RBM24"
"2329","RBM47"
"2330","RBMY1B"
"2331","RBP4"
"2332","RBPMS2"
"2333","RC3H1"
"2334","RCAN1"
"2335","RCN3"
"2336","RCOR1"
"2337","RD3"
"2338","RDH10"
"2339","RDH13"
"2340","REC8"
"2341","REG1A"
"2342","RELB"
"2343","RELN"
"2344","RELT"
"2345","REN"
"2346","REST"
"2347","RET"
"2348","RETN"
"2349","RFLNA"
"2350","RFLNB"
"2351","RFNG"
"2352","RFX3"
"2353","RFX4"
"2354","RFX6"
"2355","RGN"
"2356","RGS2"
"2357","RGS4"
"2358","RHAG"
"2359","RHBDD3"
"2360","RHEX"
"2361","RHO"
"2362","RHOBTB3"
"2363","RHOH"
"2364","RHOJ"
"2365","RIDA"
"2366","RIPK1"
"2367","RIPK2"
"2368","RIPK3"
"2369","RIPOR2"
"2370","RIPPLY2"
"2371","RIPPLY3"
"2372","RNF112"
"2373","RNF38"
"2374","ROBO1"
"2375","ROBO2"
"2376","ROCK1"
"2377","ROGDI"
"2378","ROM1"
"2379","ROR1"
"2380","ROR2"
"2381","RORA"
"2382","RORB"
"2383","RORC"
"2384","RP1"
"2385","RP1L1"
"2386","RPE65"
"2387","RPGRIP1"
"2388","RPGRIP1L"
"2389","RPS6KA1"
"2390","RPS6KA2"
"2391","RPTN"
"2392","RRAS"
"2393","RRM1"
"2394","RRM2B"
"2395","RS1"
"2396","RSAD2"
"2397","RSPO2"
"2398","RSPO3"
"2399","RTKN2"
"2400","RTN4"
"2401","RTN4R"
"2402","RTN4RL1"
"2403","RUNX1"
"2404","RUNX2"
"2405","RUNX3"
"2406","RXFP1"
"2407","RXFP2"
"2408","RXRA"
"2409","RYK"
"2410","RYR1"
"2411","RYR2"
"2412","S100A1"
"2413","S100A4"
"2414","S100A7"
"2415","S1PR1"
"2416","SALL1"
"2417","SALL2"
"2418","SALL4"
"2419","SAP30"
"2420","SASH3"
"2421","SATB2"
"2422","SBNO2"
"2423","SCEL"
"2424","SCIN"
"2425","SCN10A"
"2426","SCN5A"
"2427","SCO2"
"2428","SCRIB"
"2429","SCT"
"2430","SCTR"
"2431","SCUBE1"
"2432","SCX"
"2433","SCYL3"
"2434","SDC1"
"2435","SDC4"
"2436","SDK1"
"2437","SDK2"
"2438","SEC16A"
"2439","SEC61A1"
"2440","SEC63"
"2441","SECISBP2"
"2442","SELENOM"
"2443","SELENON"
"2444","SELENOP"
"2445","SELPLG"
"2446","SEMA3A"
"2447","SEMA3B"
"2448","SEMA3C"
"2449","SEMA3D"
"2450","SEMA3E"
"2451","SEMA3F"
"2452","SEMA3G"
"2453","SEMA4A"
"2454","SEMA4B"
"2455","SEMA4C"
"2456","SEMA4D"
"2457","SEMA4F"
"2458","SEMA4G"
"2459","SEMA5A"
"2460","SEMA5B"
"2461","SEMA6A"
"2462","SEMA6B"
"2463","SEMA6C"
"2464","SEMA6D"
"2465","SEMA7A"
"2466","SERPINA5"
"2467","SERPINB12"
"2468","SERPINB5"
"2469","SERPINC1"
"2470","SERPINE1"
"2471","SERPINE2"
"2472","SERPINF1"
"2473","SERPINH1"
"2474","SETD2"
"2475","SETDB2"
"2476","SEZ6"
"2477","SFMBT1"
"2478","SFN"
"2479","SFRP1"
"2480","SFRP2"
"2481","SFRP4"
"2482","SFTPB"
"2483","SFTPD"
"2484","SGCA"
"2485","SGCB"
"2486","SGCD"
"2487","SGCE"
"2488","SGCG"
"2489","SGCZ"
"2490","SGPL1"
"2491","SH2B3"
"2492","SH3PXD2A"
"2493","SH3PXD2B"
"2494","SH3RF1"
"2495","SHANK3"
"2496","SHC1"
"2497","SHH"
"2498","SHOX2"
"2499","SHROOM2"
"2500","SHROOM4"
"2501","SIDT2"
"2502","SIK1"
"2503","SIM2"
"2504","SIN3A"
"2505","SIPA1L3"
"2506","SIRT1"
"2507","SIRT6"
"2508","SIX1"
"2509","SIX2"
"2510","SIX3"
"2511","SIX4"
"2512","SIX5"
"2513","SIX6"
"2514","SKI"
"2515","SKIL"
"2516","SLAMF1"
"2517","SLAMF6"
"2518","SLAMF8"
"2519","SLC10A7"
"2520","SLC11A2"
"2521","SLC17A6"
"2522","SLC17A7"
"2523","SLC17A8"
"2524","SLC1A1"
"2525","SLC1A2"
"2526","SLC20A1"
"2527","SLC23A1"
"2528","SLC24A3"
"2529","SLC24A4"
"2530","SLC25A25"
"2531","SLC25A27"
"2532","SLC26A5"
"2533","SLC27A4"
"2534","SLC29A1"
"2535","SLC2A1"
"2536","SLC2A10"
"2537","SLC32A1"
"2538","SLC34A1"
"2539","SLC38A3"
"2540","SLC39A14"
"2541","SLC39A3"
"2542","SLC39A5"
"2543","SLC44A4"
"2544","SLC46A2"
"2545","SLC4A1"
"2546","SLC4A10"
"2547","SLC4A5"
"2548","SLC4A7"
"2549","SLC6A11"
"2550","SLC6A17"
"2551","SLC6A3"
"2552","SLC6A4"
"2553","SLC7A11"
"2554","SLC7A6OS"
"2555","SLC8A1"
"2556","SLC8A3"
"2557","SLC9A1"
"2558","SLC9A3R1"
"2559","SLC9B2"
"2560","SLIT1"
"2561","SLIT2"
"2562","SLIT3"
"2563","SLITRK6"
"2564","SMAD1"
"2565","SMAD3"
"2566","SMAD4"
"2567","SMAD5"
"2568","SMAD6"
"2569","SMAD7"
"2570","SMARCA1"
"2571","SMARCA4"
"2572","SMARCD3"
"2573","SMCHD1"
"2574","SMG9"
"2575","SMO"
"2576","SMOC1"
"2577","SMPD3"
"2578","SMTN"
"2579","SMTNL1"
"2580","SMYD1"
"2581","SMYD2"
"2582","SMYD4"
"2583","SNAI1"
"2584","SNAI2"
"2585","SNORC"
"2586","SNPH"
"2587","SNRK"
"2588","SNX10"
"2589","SOBP"
"2590","SOCS1"
"2591","SOCS2"
"2592","SOCS3"
"2593","SOCS5"
"2594","SORBS2"
"2595","SOS1"
"2596","SOSTDC1"
"2597","SOX1"
"2598","SOX10"
"2599","SOX11"
"2600","SOX12"
"2601","SOX13"
"2602","SOX15"
"2603","SOX17"
"2604","SOX18"
"2605","SOX2"
"2606","SOX21"
"2607","SOX3"
"2608","SOX4"
"2609","SOX5"
"2610","SOX6"
"2611","SOX8"
"2612","SOX9"
"2613","SP3"
"2614","SP5"
"2615","SP7"
"2616","SPARC"
"2617","SPART"
"2618","SPATA2"
"2619","SPATA5"
"2620","SPDEF"
"2621","SPEF2"
"2622","SPEG"
"2623","SPHK1"
"2624","SPHK2"
"2625","SPI1"
"2626","SPINK5"
"2627","SPINK6"
"2628","SPINK9"
"2629","SPINT1"
"2630","SPINT2"
"2631","SPN"
"2632","SPNS2"
"2633","SPO11"
"2634","SPP1"
"2635","SPRED1"
"2636","SPRR1A"
"2637","SPRR1B"
"2638","SPRR2A"
"2639","SPRR2B"
"2640","SPRR2D"
"2641","SPRR2E"
"2642","SPRR2F"
"2643","SPRR2G"
"2644","SPRR3"
"2645","SPRR4"
"2646","SPRY1"
"2647","SPRY2"
"2648","SPRY3"
"2649","SPRY4"
"2650","SPTA1"
"2651","SPTBN2"
"2652","SPTLC2"
"2653","SRC"
"2654","SRD5A1"
"2655","SRD5A2"
"2656","SREBF1"
"2657","SRF"
"2658","SRGAP2"
"2659","SRGAP2C"
"2660","SRGN"
"2661","SRI"
"2662","SRP54"
"2663","SRPK3"
"2664","SRR"
"2665","SRSF5"
"2666","SRY"
"2667","SSTR1"
"2668","SSTR2"
"2669","SSTR3"
"2670","SSTR4"
"2671","SSUH2"
"2672","ST14"
"2673","ST3GAL1"
"2674","STAC3"
"2675","STAR"
"2676","STAT1"
"2677","STAT5A"
"2678","STAT6"
"2679","STATH"
"2680","STC1"
"2681","STC2"
"2682","STIL"
"2683","STK3"
"2684","STK36"
"2685","STK4"
"2686","STK40"
"2687","STMN1"
"2688","STOX1"
